,t,y
0,2.49999375,-2.7990916671644366e-06
1,2.50009375,0.0002391818674452
2,2.50019375,-0.0001457152678566
3,2.50029375,0.001362135625379
4,2.50039375,0.0041277795422483
5,2.50049375,0.0034656626178723
6,2.50059375,0.0049288297116129
7,2.50069375,0.0059180125000014
8,2.50079375,0.0055282213675839
9,2.50089375,0.0069856046120321
10,2.50099375,0.0062744603119454
11,2.50109375,0.0076345885392706
12,2.50119375,0.005565173190279
13,2.50129375,0.0059827196280006
14,2.50139375,0.0059450960043681
15,2.50149375,0.0054809150551264
16,2.50159375,0.0052624498063039
17,2.50169375,0.0058216760033166
18,2.50179375,0.0058729238759613
19,2.50189375,0.0076008755733247
20,2.50199375,0.0072822972819019
21,2.50209375,0.0072350425474994
22,2.50219375,0.0073737043209928
23,2.50229375,0.0058265624273034
24,2.50239375,0.0067760696528314
25,2.50249375,0.005785548051673
26,2.50259375,0.0084641485402185
27,2.50269375,0.0071245480866599
28,2.50279375,0.0081354542150909
29,2.50289375,0.0075656684460368
30,2.50299375,0.0072233894122614
31,2.50309375,0.0074460414212676
32,2.50319375,0.0066129944344468
33,2.50329375,0.0068742705136957
34,2.50339375,0.0074470469610515
35,2.50349375,0.0079479784556894
36,2.50359375,0.0077621899775351
37,2.50369375,0.0084569957601557
38,2.50379375,0.0072864933629212
39,2.50389375,0.0084162681133322
40,2.50399375,0.0069501153316345
41,2.50409375,0.0071808489453174
42,2.50419375,0.005221865198833
43,2.50429375,0.0056273928638535
44,2.50439375,0.0056907095997505
45,2.50449375,0.0054162375981883
46,2.50459375,0.0058132817215009
47,2.50469375,0.0044087042350929
48,2.50479375,0.0069652765456286
49,2.50489375,0.0061131140218979
50,2.50499375,0.0063572863222957
51,2.50509375,0.0043147012286687
52,2.50519375,0.0043925644311284
53,2.50529375,0.0041414477605543
54,2.50539375,0.0036911770346455
55,2.50549375,0.0042422437032278
56,2.50559375,0.0040378265709475
57,2.50569375,0.0042837821683975
58,2.50579375,0.0053590999366219
59,2.50589375,0.0049000086903334
60,2.50599375,0.0050040760416548
61,2.50609375,0.003501680979991
62,2.50619375,0.0044757262858367
63,2.50629375,0.0040099855472909
64,2.50639375,0.0031331864600368
