,t,y
0,2.49999375,-9.719823586909467e-06
1,2.50009375,0.0001396000380224
2,2.50019375,-4.880509735018646e-08
3,2.50029375,0.0010649904658206
4,2.50039375,0.0030169471733326
5,2.50049375,0.0037361739083217
6,2.50059375,0.002715111171281
7,2.50069375,0.0051212785598311
8,2.50079375,0.0036868099172895
9,2.50089375,0.0049005097041241
10,2.50099375,0.0046916242927403
11,2.50109375,0.005009653206113
12,2.50119375,0.0037145461016949
13,2.50129375,0.0041575439982146
14,2.50139375,0.0027997702823324
15,2.50149375,0.0049121881717862
16,2.50159375,0.0030223291659137
17,2.50169375,0.0036056688113032
18,2.50179375,0.0022725446192722
19,2.50189375,0.0059445988288047
20,2.50199375,0.0074395659500871
21,2.50209375,0.0067472280449022
22,2.50219375,0.00632876594165
23,2.50229375,0.0070606276356032
24,2.50239375,0.0069712000507067
25,2.50249375,0.005371054936626
26,2.50259375,0.0069010052741339
27,2.50269375,0.0053556729271585
28,2.50279375,0.0067794745941406
29,2.50289375,0.0052603946573015
30,2.50299375,0.0058947680074663
31,2.50309375,0.0063278408911113
32,2.50319375,0.0067195195203211
33,2.50329375,0.0067443347659741
34,2.50339375,0.0075199259812676
35,2.50349375,0.0073819713528718
36,2.50359375,0.0069956662944326
37,2.50369375,0.006132462040985
38,2.50379375,0.0095587419218696
39,2.50389375,0.0071748773585292
40,2.50399375,0.0077974995026007
41,2.50409375,0.0066596576152901
42,2.50419375,0.0083306062634499
43,2.50429375,0.0081660074336506
44,2.50439375,0.0058501777461498
45,2.50449375,0.0073138235372922
46,2.50459375,0.0064891901737459
47,2.50469375,0.008513478934093
48,2.50479375,0.006611832384452
49,2.50489375,0.0073220820011413
50,2.50499375,0.0053741364616231
51,2.50509375,0.006348578441012
52,2.50519375,0.0060562799378484
53,2.50529375,0.0060925726405852
54,2.50539375,0.0062448451067776
55,2.50549375,0.0070587264845354
56,2.50559375,0.0062642783838948
57,2.50569375,0.004838951415394
58,2.50579375,0.0046811999654801
59,2.50589375,0.0060573783006052
60,2.50599375,0.0067026981685289
61,2.50609375,0.0055693625840422
62,2.50619375,0.0061332376782132
63,2.50629375,0.0030239826717107
64,2.50639375,0.0057489194162335
65,2.50649375,0.0053448344225978
66,2.50659375,0.0056400068978542
67,2.50669375,0.0050868890833024
68,2.50679375,0.0048870404211527
69,2.50689375,0.0068377977343449
70,2.50699375,0.0045514064289133
71,2.50709375,0.0037307577897646
72,2.50719375,0.002186980874763
73,2.50729375,0.0033836061894203
74,2.50739375,0.0038577122414629
75,2.50749375,0.003962953181696
76,2.50759375,0.0040455821650557
77,2.50769375,0.0037334115131917
78,2.50779375,0.0028758994468692
79,2.50789375,0.0048709704328305
80,2.50799375,0.0031789606719332
81,2.50809375,0.0037827887139699
82,2.50819375,0.0017751362947838
83,2.50829375,0.0040252755159352
84,2.50839375,0.0039987726515051
85,2.50849375,0.0025395323705187
86,2.50859375,0.0045872264528286
87,2.50869375,0.0047103186009663
88,2.50879375,0.004141373992937
89,2.50889375,0.0033009241413336
90,2.50899375,0.002052658921138
91,2.50909375,0.0058318249077315
92,2.50919375,0.0036632800076772
93,2.50929375,0.0042355640620257
94,2.50939375,0.0045434539127972
95,2.50949375,0.0049654467096761
96,2.50959375,0.0063272478984012
97,2.50969375,0.0030626048556109
