,Unnamed: 0,t,y,fft,fftfreq,fft_plot,fftfreq_plot
0,0,3.4375937500000004,0.0047247020666693,(-0.18227446895301913-0.2509512075941172j),-4999.733347544247,(25.465326164681887+1.4224732503009818e-16j),0.0
1,1,3.43769375,0.0042848763060612,(0.1275162773631862-0.026261868167175642j),-4999.200042653842,(0.04378916182238917-0.009262412094796618j),2.133105802052753
2,2,3.4377937500000004,0.0032699054597161,(0.06314574048135041+0.03592634255557458j),-4998.666737763437,(0.024233954193220233-0.011885290346166028j),4.266211604105506
3,3,3.43789375,0.0043235910121556,(-0.06974600288201391-0.05748153682669808j),-4998.133432873033,(0.017534206111946636-0.007705273191252732j),6.399317406158259
4,4,3.4379937500000004,0.0083092584635985,(0.03670634126472229-0.023569226978746704j),-4997.600127982628,(0.02318476517261922+0.013038105713804949j),8.532423208211013
5,5,3.43809375,0.0085492285919766,(-0.12642076256432652+0.15907908539634621j),-4997.066823092223,(0.007639666769719781+0.0024899304943165157j),10.665529010263766
6,6,3.4381937500000004,0.0114111642749317,(-0.19137622103985125-0.38192323859682553j),-4996.533518201818,(0.017184261911793935+0.025680902533908107j),12.798634812316518
7,7,3.43829375,0.0089718803831765,(0.4069176657444711-0.2068904767721667j),-4996.000213311413,(0.010173283054228413+0.003956158136511497j),14.931740614369271
8,8,3.4383937500000004,0.0067722700323134,(0.1564746896858289+0.3137454858653748j),-4995.466908421009,(0.006166492969095499-0.026484735825283275j),17.064846416422025
9,9,3.438493750000001,0.0066344895785815,(0.10739429121203925+0.025637263529428155j),-4994.933603530604,(0.019389708627735796+0.007368136496118685j),19.19795221847478
10,10,3.4385937500000003,0.0021818684080515,(0.2551361052408684+0.238272121882605j),-4994.400298640199,(0.01832196915088645+0.009073417814651248j),21.331058020527532
11,11,3.4386937500000005,0.003568746874352,(-0.14531706844614+0.3509832626967185j),-4993.866993749794,(0.012471619089603694+0.014937641144206197j),23.464163822580286
12,12,3.4387937500000003,0.0036107687743107,(-0.0991886958225345+0.041329996224885965j),-4993.333688859389,(0.0264629014238554-0.00884726961826017j),25.597269624633036
13,13,3.4388937500000005,0.0048433013831312,(0.04272626775787712+0.19940306842310357j),-4992.800383968985,(0.010813112542066766+0.011209663518965384j),27.73037542668579
14,14,3.4389937500000003,0.0076557415575666,(-0.2898227074062957+0.1503200185048734j),-4992.2670790785805,(-0.002108515710931176-0.0038263838677300745j),29.863481228738543
15,15,3.4390937500000005,0.0069876961316765,(-0.3365874188007836-0.31472895269734663j),-4991.733774188176,(0.013638959627484959+0.0063089859208329555j),31.996587030791297
16,16,3.4391937500000003,0.0069160859137063,(0.22238757577163915-0.1376121087447015j),-4991.200469297771,(-0.0014932779919577038+0.02286260990986843j),34.12969283284405
17,17,3.4392937500000005,0.0065072563562777,(-0.061971394126003554+0.3941794409143251j),-4990.667164407366,(0.016937685061521254-0.0012089220152535578j),36.262798634896804
18,18,3.43939375,0.0053616792179213,(-0.3126436486591143-0.061687259535569625j),-4990.133859516962,(0.025765428832070874+0.01386452594075502j),38.39590443694956
19,19,3.4394937500000005,0.0033182246646969,(0.09723085276653623-0.05956533964195436j),-4989.600554626557,(0.024998276606925676+0.017746810920642973j),40.52901023900231
20,20,3.43959375,0.0049212711473131,(-0.1353378903184092+0.01329323958672414j),-4989.067249736152,(0.016031601695956035+0.010990214052076522j),42.662116041055064
21,21,3.4396937500000004,0.0018875755127823,(0.01869377057960911-0.13592095524228648j),-4988.533944845747,(0.0017241459170110546+0.015852044169780286j),44.79522184310782
22,22,3.43979375,0.005725612073545,(-0.07680154660579168-0.05235959055343352j),-4988.000639955342,(-0.0046608848919822785+0.027761547215776453j),46.92832764516057
23,23,3.4398937500000004,0.0038884501007002,(0.10228424357365581+0.030803361721228793j),-4987.467335064938,(0.008986012103862758-0.002920988887068497j),49.061433447213325
24,24,3.43999375,0.005204469459726,(-0.10092764488034137-0.11962147330901676j),-4986.934030174533,(0.02365243748413178-0.004871496978286508j),51.19453924926607
25,25,3.4400937500000004,0.0049452431687263,(0.015084076494294635-0.22604106055507714j),-4986.400725284128,(0.010899912832885836+0.004613398506947523j),53.327645051318825
26,26,3.44019375,0.0040927842006576,(0.41148488784191817+0.002965203745958961j),-4985.867420393724,(0.020156263261128984+0.015439734030898693j),55.46075085337158
27,27,3.4402937500000004,0.0039681085253212,(0.012516135369829262+0.4668541771775594j),-4985.33411550332,(0.01587196816043058+0.02368533538541067j),57.59385665542433
28,28,3.44039375,0.0022630157619877,(-0.17361590352377884+0.18544415894641927j),-4984.800810612915,(0.03543260496661127+0.007452395736012652j),59.726962457477086
29,29,3.4404937500000004,0.0040502745402487,(-0.26982030381489785-0.09230315656704263j),-4984.26750572251,(0.051113382723715184+0.028782161132517872j),61.86006825952984
30,30,3.440593750000001,0.0039491764404274,(0.036025170142814006+0.07380392511107224j),-4983.734200832105,(0.021954178460704923+0.017908145811182077j),63.99317406158259
31,31,3.4406937500000003,0.0034478124404729,(-0.2362278220188652+0.15957606804395694j),-4983.2008959417,(0.008125138445745916+0.028850777019767838j),66.12627986363535
32,32,3.4407937500000005,0.0048675204164794,(-0.22373465937970421-0.17982551603567148j),-4982.667591051296,(-0.004094731364015648+0.019842045059019132j),68.2593856656881
33,33,3.4408937500000003,0.0042058199847631,(-0.13856446723549062-0.20725943003178987j),-4982.134286160891,(0.01486693463954821+0.031423673622486235j),70.39249146774085
34,34,3.4409937500000005,0.0057722702842074,(-0.012549926187620311+0.06314534317164136j),-4981.600981270486,(0.035783731473229+0.03567350704131378j),72.52559726979361
35,35,3.4410937500000003,0.0047204499905598,(-0.1715223656709115-0.31601629805289416j),-4981.067676380081,(0.015385294005694647+0.010010526436751717j),74.65870307184636
36,36,3.4411937500000005,0.0023319912011091,(0.15216272571259734-0.24441409440514378j),-4980.534371489676,(0.03681205571983505+0.0298097028862812j),76.79180887389911
37,37,3.4412937500000003,0.0051719419527212,(0.16575524682810197-0.25356877583585113j),-4980.001066599272,(0.04422310724331639+0.0461188728015982j),78.92491467595187
38,38,3.4413937500000005,0.0009908381989902,(0.26580693092108254-0.05085331455849855j),-4979.467761708867,(0.032207460931168164+0.04541254795249866j),81.05802047800462
39,39,3.44149375,0.0041367229467276,(0.10884399867203508+0.12849745524795042j),-4978.934456818462,(0.03565669297476623+0.003630884175334916j),83.19112628005738
40,40,3.4415937500000005,0.0010787829343482,(-0.09160895262144599-0.2178190498436568j),-4978.4011519280575,(0.022841668850872736+0.036473447578387996j),85.32423208211013
41,41,3.44169375,0.0046761047016463,(0.3417396329342939+0.09753584359641632j),-4977.867847037653,(0.03455967517619085-0.010969384719695581j),87.45733788416288
42,42,3.4417937500000004,0.0046046864809356,(0.0384841882147722+0.032827730686493535j),-4977.334542147249,(0.03400378870508586+0.0206605950945616j),89.59044368621564
43,43,3.44189375,0.0044524371903873,(0.2277666608689062+0.18316234840368759j),-4976.801237256844,(0.05016309948281194+0.05207748321111282j),91.72354948826839
44,44,3.4419937500000004,0.0066827730416499,(-0.06471788720216391+0.36680731941509825j),-4976.267932366439,(0.011385361433583615+0.06045004777730531j),93.85665529032114
45,45,3.44209375,0.0035833394998922,(-0.30251845001679323+0.2343400997434647j),-4975.734627476034,(0.008106141674989834+0.003386735558297037j),95.9897610923739
46,46,3.4421937500000004,0.0033802381645697,(-0.3224716986629851+0.0480545805627894j),-4975.201322585629,(0.05967134701324238+0.034703621426611216j),98.12286689442665
47,47,3.44229375,0.0033156035837213,(-0.4148012039619944-0.14840621730160727j),-4974.668017695225,(0.029688004169949427+0.07859893005122662j),100.2559726964794
48,48,3.4423937500000004,0.0022495752742928,(-0.08386650656989927-0.23591650005992137j),-4974.13471280482,(0.04625407395107436+0.0623163325677953j),102.38907849853214
49,49,3.442493750000001,0.0036244009018955,(-0.1706151914134959-0.26749333098462397j),-4973.601407914415,(0.027447849268694428+0.1975324930771194j),104.5221843005849
50,50,3.4425937500000003,0.0062412845124282,(0.22757833512431241-0.40208118604015863j),-4973.06810302401,(0.08922684705841287+0.20455278103849675j),106.65529010263765
51,51,3.442693750000001,0.0081019282819343,(0.2357138114418756-0.018979111690767853j),-4972.534798133605,(0.048113115715839004+0.19531429849421839j),108.7883959046904
52,52,3.4427937500000003,0.0070412550908789,(0.27520728417528856+0.08282205613156615j),-4972.001493243201,(0.08868048646863388+0.20208958981207262j),110.92150170674316
53,53,3.4428937500000005,0.0060602188011926,(-0.019783730674638084-0.08293207439561927j),-4971.4681883527965,(0.10419416044701296+0.23262753957507196j),113.05460750879591
54,54,3.4429937500000003,0.0036994387046803,(0.1784435535197521+0.07480948993822806j),-4970.934883462392,(0.11613122807909165+0.27181577417628106j),115.18771331084866
55,55,3.4430937500000005,0.0032286694364869,(0.12492180840451497+0.013994099888856967j),-4970.401578571987,(0.4753209779533091+0.7177784141211365j),117.32081911290142
56,56,3.4431937500000003,0.0030496656404297,(0.06731159550631753+0.09854240107896634j),-4969.868273681582,(2.0427996245971247+3.2946947271407363j),119.45392491495417
57,57,3.4432937500000005,0.0045465981500368,(0.2149781105639633+0.004847006601791763j),-4969.334968791178,(-0.579112439198118-1.0491947891356976j),121.58703071700693
58,58,3.4433937500000003,0.0070378457906901,(0.04309778658092848+0.25307585868728144j),-4968.801663900773,(-0.31148161386016526-0.47676808000990667j),123.72013651905968
59,59,3.4434937500000005,0.0090973376103433,(-0.0334285968774598+0.24227303113502502j),-4968.268359010368,(-0.18844837673579984-0.256589262023841j),125.85324232111243
60,60,3.44359375,0.0075783042600459,(-0.1952509959591677+0.23321874476313748j),-4967.735054119963,(-0.13655316522691965-0.26404907673268796j),127.98634812316519
61,61,3.4436937500000004,0.0053440189246256,(-0.3654861403966326+0.11177956071399046j),-4967.201749229558,(-0.1301696214599468-0.17000449009961963j),130.11945392521795
62,62,3.44379375,0.0055723083011554,(-0.2612487726076146-0.1251519958176209j),-4966.668444339154,(-0.1026186798093588-0.1487254813505965j),132.2525597272707
63,63,3.4438937500000004,0.0023930963104208,(-0.026544713679172598+0.055206932704225206j),-4966.135139448749,(-0.04787721718843413-0.06683031840830897j),134.38566552932346
64,64,3.44399375,0.004134008847915,(-0.27414051407941914-0.01572383036314666j),-4965.601834558344,(-0.024182661563799942-0.06265243082910121j),136.5187713313762
65,65,3.4440937500000004,0.0052656312911901,(-0.24708096593730125-0.07834112408743385j),-4965.068529667939,(-0.05896246373548849-0.051676503602222715j),138.65187713342894
66,66,3.44419375,0.008168480645124,(-0.1548063434414888-0.4949317945389059j),-4964.535224777535,(-0.15016427494455956+0.018571412493759112j),140.7849829354817
67,67,3.4442937500000004,0.0120711226300882,(0.2416777408848471-0.11169798953237839j),-4964.0019198871305,(-0.07398227455629479+0.0125857086255244j),142.91808873753445
68,68,3.44439375,0.0097811909021944,(0.15513252651263126-0.14554525816518873j),-4963.468614996726,(-0.04555343169398863-0.1708308306776811j),145.05119453958721
