Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I2
Channel Comment	

Time	 Real

Units:
sec	g
0.0000000000000e+000	          24.859
7.8125000000000e-005	        24.82935
1.5625000000000e-004	         24.8017
2.3437500000000e-004	        24.78247
3.1250000000000e-004	        24.74782
3.9062500000000e-004	        24.72434
4.6875000000000e-004	        24.69722
5.4687500000000e-004	        24.67318
6.2500000000000e-004	        24.64778
7.0312500000000e-004	        24.62522
7.8125000000000e-004	        24.62522
8.5937500000000e-004	        24.58419
9.3750000000000e-004	        24.57355
1.0156250000000e-003	        24.53194
1.0937500000000e-003	        24.49259
1.1718750000000e-003	        24.42483
1.2500000000000e-003	        24.46665
1.3281250000000e-003	         24.4033
1.4062500000000e-003	        24.38643
1.4843750000000e-003	        24.35728
1.5625000000000e-003	        24.33322
1.6406250000000e-003	        24.28713
1.7187500000000e-003	        24.26414
1.7968750000000e-003	        24.25019
1.8750000000000e-003	        24.18624
1.9531250000000e-003	        24.20347
2.0312500000000e-003	        24.15371
2.1093750000000e-003	        24.12758
2.1875000000000e-003	        24.11717
2.2656250000000e-003	        24.06769
2.3437500000000e-003	        24.03657
2.4218750000000e-003	        24.02921
2.5000000000000e-003	        23.97252
2.5781250000000e-003	        23.96482
2.6562500000000e-003	        23.93178
2.7343750000000e-003	        23.89863
2.8125000000000e-003	        23.87083
2.8906250000000e-003	        23.84555
2.9687500000000e-003	        23.80739
3.0468750000000e-003	        23.79429
3.1250000000000e-003	        23.76912
3.2031250000000e-003	        23.73984
3.2812500000000e-003	        23.72682
3.3593750000000e-003	        23.69713
3.4375000000000e-003	        23.66046
3.5156250000000e-003	        23.64291
3.5937500000000e-003	        23.60451
3.6718750000000e-003	        23.56943
3.7500000000000e-003	        23.54705
3.8281250000000e-003	        23.51693
3.9062500000000e-003	        23.48478
3.9843750000000e-003	        23.46826
4.0625000000000e-003	        23.44049
4.1406250000000e-003	        23.41213
4.2187500000000e-003	        23.38991
4.2968750000000e-003	        23.36047
4.3750000000000e-003	        23.33156
4.4531250000000e-003	        23.30986
4.5312500000000e-003	        23.27878
4.6093750000000e-003	        23.25536
4.6875000000000e-003	        23.22653
4.7656250000000e-003	        23.19624
4.8437500000000e-003	        23.16664
4.9218750000000e-003	        23.13819
5.0000000000000e-003	         23.1089
5.0781250000000e-003	        23.08025
5.1562500000000e-003	         23.0519
5.2343750000000e-003	        23.02224
5.3125000000000e-003	        22.99771
5.3906250000000e-003	        22.97118
5.4687500000000e-003	        22.94405
5.5468750000000e-003	        22.91965
5.6250000000000e-003	        22.89147
5.7031250000000e-003	        22.85959
5.7812500000000e-003	        22.83193
5.8593750000000e-003	        22.79847
5.9375000000000e-003	        22.76783
6.0156250000000e-003	        22.74098
6.0937500000000e-003	        22.70961
6.1718750000000e-003	        22.68355
6.2500000000000e-003	        22.65848
6.3281250000000e-003	        22.62619
6.4062500000000e-003	        22.59771
6.4843750000000e-003	        22.57236
6.5625000000000e-003	        22.53699
6.6406250000000e-003	        22.51109
6.7187500000000e-003	         22.4847
6.7968750000000e-003	        22.45282
6.8750000000000e-003	        22.42719
6.9531250000000e-003	        22.39877
7.0312500000000e-003	        22.36511
7.1093750000000e-003	        22.33831
7.1875000000000e-003	        22.30458
7.2656250000000e-003	        22.27173
7.3437500000000e-003	        22.25081
7.4218750000000e-003	         22.2185
7.5000000000000e-003	        22.19148
7.5781250000000e-003	         22.1687
7.6562500000000e-003	        22.13534
7.7343750000000e-003	        22.10867
7.8125000000000e-003	        22.08251
7.8906250000000e-003	        22.04993
7.9687500000000e-003	        22.02531
8.0468750000000e-003	        21.99589
8.1250000000000e-003	        21.96228
8.2031250000000e-003	        21.93736
8.2812500000000e-003	        21.90653
8.3593750000000e-003	        21.87581
8.4375000000000e-003	        21.85845
8.5156250000000e-003	        21.82634
8.5937500000000e-003	        21.79937
8.6718750000000e-003	        21.77707
8.7500000000000e-003	        21.74167
8.8281250000000e-003	        21.71074
8.9062500000000e-003	        21.68534
8.9843750000000e-003	        21.64639
9.0625000000000e-003	        21.62199
9.1406250000000e-003	        21.59649
9.2187500000000e-003	        21.56302
9.2968750000000e-003	         21.5421
9.3750000000000e-003	        21.51196
9.4531250000000e-003	        21.47872
9.5312500000000e-003	        21.45397
9.6093750000000e-003	        21.42171
9.6875000000000e-003	        21.39311
9.7656250000000e-003	        21.37048
9.8437500000000e-003	        21.33954
9.9218750000000e-003	        21.31285
1.0000000000000e-002	        21.28382
1.0078125000000e-002	        21.24656
1.0156250000000e-002	        21.21457
1.0234375000000e-002	        21.18518
1.0312500000000e-002	        21.15134
1.0390625000000e-002	        21.12831
1.0468750000000e-002	        21.10335
1.0546875000000e-002	         21.0773
1.0625000000000e-002	        21.05818
1.0703125000000e-002	        21.03035
1.0781250000000e-002	        20.99909
1.0859375000000e-002	        20.97051
1.0937500000000e-002	        20.93025
1.1015625000000e-002	        20.89578
1.1093750000000e-002	        20.86677
1.1171875000000e-002	        20.83473
1.1250000000000e-002	        20.81061
1.1328125000000e-002	        20.78828
1.1406250000000e-002	        20.75931
1.1484375000000e-002	        20.72969
1.1562500000000e-002	        20.69627
1.1640625000000e-002	        20.65376
1.1718750000000e-002	        20.62247
1.1796875000000e-002	        20.59452
1.1875000000000e-002	        20.56576
1.1953125000000e-002	        20.54911
1.2031250000000e-002	        20.52502
1.2109375000000e-002	        20.49374
1.2187500000000e-002	        20.47037
1.2265625000000e-002	        20.43192
1.2343750000000e-002	        20.39538
1.2421875000000e-002	        20.36937
1.2500000000000e-002	        20.33307
1.2578125000000e-002	        20.30727
