Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I2
Channel Comment	

Time	 Real

Units:
sec	g
0.0000000000000e+000	       -4.977934
1.5625000000000e-004	       -72.22924
3.1250000000000e-004	       -8.349015
4.6875000000000e-004	         46.0245
6.2500000000000e-004	        6.131545
7.8125000000000e-004	       -64.91412
9.3750000000000e-004	       -22.23911
1.0937500000000e-003	        44.40311
1.2500000000000e-003	        10.04872
1.4062500000000e-003	       -57.50285
1.5625000000000e-003	       -57.50285
1.7187500000000e-003	       -33.37112
1.8750000000000e-003	        42.05912
2.0312500000000e-003	        14.62742
2.1875000000000e-003	       -52.69272
2.3437500000000e-003	        41.79934
2.5000000000000e-003	        23.46066
2.6562500000000e-003	       -46.94691
2.8125000000000e-003	       -55.79837
2.9687500000000e-003	        39.53716
3.1250000000000e-003	        35.55002
3.2812500000000e-003	       -35.22798
3.4375000000000e-003	       -71.59641
3.5937500000000e-003	        29.87791
3.7500000000000e-003	         46.4983
3.9062500000000e-003	       -14.86312
4.0625000000000e-003	        -80.8354
4.2187500000000e-003	        10.30768
4.3750000000000e-003	        52.10566
4.5312500000000e-003	        4.311589
4.6875000000000e-003	       -76.91796
4.8437500000000e-003	       -16.78086
5.0000000000000e-003	        53.56866
5.1562500000000e-003	        17.32484
5.3125000000000e-003	       -62.95761
5.4687500000000e-003	       -38.94896
5.6250000000000e-003	        49.82609
5.7812500000000e-003	         23.0659
5.9375000000000e-003	       -49.09479
6.0937500000000e-003	       -51.67092
6.2500000000000e-003	        41.87173
6.4062500000000e-003	        26.01698
6.5625000000000e-003	       -38.52806
6.7187500000000e-003	       -59.57726
6.8750000000000e-003	         34.2443
7.0312500000000e-003	        33.05916
7.1875000000000e-003	       -29.90372
7.3437500000000e-003	       -68.87351
7.5000000000000e-003	        23.20247
7.6562500000000e-003	        41.20757
7.8125000000000e-003	       -14.77308
7.9687500000000e-003	       -74.22475
8.1250000000000e-003	        7.140204
8.2812500000000e-003	        47.31824
8.4375000000000e-003	      -0.9147763
8.5937500000000e-003	        -72.1122
8.7500000000000e-003	       -13.10193
8.9062500000000e-003	        46.49315
9.0625000000000e-003	        13.94538
9.2187500000000e-003	       -62.71359
9.3750000000000e-003	       -33.50244
9.5312500000000e-003	        44.25626
9.6875000000000e-003	        18.61924
9.8437500000000e-003	       -49.21956
1.0000000000000e-002	       -47.82527
1.0156250000000e-002	        37.49568
1.0312500000000e-002	         23.9428
1.0468750000000e-002	       -37.94196
1.0625000000000e-002	        -56.2395
1.0781250000000e-002	        30.05178
1.0937500000000e-002	        30.20897
1.1093750000000e-002	       -31.08219
1.1250000000000e-002	       -64.11569
1.1406250000000e-002	        22.03293
1.1562500000000e-002	        40.67773
1.1718750000000e-002	        -17.8949
1.1875000000000e-002	       -73.37846
1.2031250000000e-002	         7.58492
1.2187500000000e-002	        49.16507
1.2343750000000e-002	        2.645943
1.2500000000000e-002	       -75.89927
1.2656250000000e-002	        -17.2316
1.2812500000000e-002	        54.90969
1.2968750000000e-002	        20.63352
1.3125000000000e-002	       -62.78087
1.3281250000000e-002	       -44.83332
1.3437500000000e-002	        50.37893
1.3593750000000e-002	         34.8211
1.3750000000000e-002	       -41.73896
1.3906250000000e-002	       -68.60068
1.4062500000000e-002	        39.27629
1.4218750000000e-002	        44.97583
1.4375000000000e-002	       -19.49716
1.4531250000000e-002	       -80.49323
1.4687500000000e-002	        17.59971
1.4843750000000e-002	        54.55983
1.5000000000000e-002	        2.045165
1.5156250000000e-002	        -80.5172
1.5312500000000e-002	       -12.01244
1.5468750000000e-002	        60.59376
1.5625000000000e-002	        20.20595
1.5781250000000e-002	       -67.52835
1.5937500000000e-002	       -43.53971
1.6093750000000e-002	        58.34841
1.6250000000000e-002	        35.76716
1.6406250000000e-002	       -46.15645
1.6562500000000e-002	       -69.09158
1.6718750000000e-002	        45.85561
1.6875000000000e-002	         49.6223
1.7031250000000e-002	       -19.11835
1.7187500000000e-002	       -85.26968
1.7343750000000e-002	        22.06262
1.7500000000000e-002	        62.16544
1.7656250000000e-002	        7.021081
1.7812500000000e-002	       -84.75634
1.7968750000000e-002	       -13.54629
1.8125000000000e-002	        70.90769
1.8281250000000e-002	        27.79105
1.8437500000000e-002	       -64.68491
1.8593750000000e-002	       -55.60794
1.8750000000000e-002	        68.77795
1.8906250000000e-002	        48.42548
1.9062500000000e-002	       -34.42763
1.9218750000000e-002	       -84.54623
1.9375000000000e-002	        45.68992
1.9531250000000e-002	        63.91345
1.9687500000000e-002	       -2.379838
1.9843750000000e-002	       -90.48068
2.0000000000000e-002	         5.29504
2.0156250000000e-002	        72.99079
2.0312500000000e-002	        22.20335
2.0468750000000e-002	       -73.65064
2.0625000000000e-002	       -38.67563
2.0781250000000e-002	        72.12821
2.0937500000000e-002	        39.88095
2.1093750000000e-002	       -46.12255
2.1250000000000e-002	       -74.06091
2.1406250000000e-002	        57.57219
2.1562500000000e-002	        53.79755
2.1718750000000e-002	       -17.39642
2.1875000000000e-002	       -90.30651
2.2031250000000e-002	         28.0174
2.2187500000000e-002	        66.33912
2.2343750000000e-002	        9.290603
2.2500000000000e-002	       -84.91929
2.2656250000000e-002	        -15.1591
2.2812500000000e-002	        75.38429
2.2968750000000e-002	        30.44712
2.3125000000000e-002	       -62.52383
2.3281250000000e-002	       -58.61917
2.3437500000000e-002	        72.73666
2.3593750000000e-002	        49.06121
2.3750000000000e-002	       -29.64027
2.3906250000000e-002	       -88.86037
2.4062500000000e-002	        47.36455
2.4218750000000e-002	        68.94546
2.4375000000000e-002	      -0.9891442
