Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1
Channel Comment	

Time	 Real

Units:
sec	g
0.0000000000000e+000	        1.030731
1.5625000000000e-004	        1.027257
3.1250000000000e-004	         1.02719
4.6875000000000e-004	        1.026686
6.2500000000000e-004	        1.024561
7.8125000000000e-004	        1.025642
9.3750000000000e-004	        1.025677
1.0937500000000e-003	        1.025073
1.2500000000000e-003	        1.023044
1.4062500000000e-003	        1.022345
1.5625000000000e-003	        1.022345
1.7187500000000e-003	        1.023511
1.8750000000000e-003	        1.021903
2.0312500000000e-003	        1.017431
2.1875000000000e-003	        1.017625
2.3437500000000e-003	        1.016443
2.5000000000000e-003	         1.01399
2.6562500000000e-003	        1.013696
2.8125000000000e-003	        1.016545
2.9687500000000e-003	        1.015425
3.1250000000000e-003	        1.016685
3.2812500000000e-003	        1.018601
3.4375000000000e-003	        1.021416
3.5937500000000e-003	        1.023193
3.7500000000000e-003	        1.020969
3.9062500000000e-003	        1.021678
4.0625000000000e-003	        1.020947
4.2187500000000e-003	        1.021527
4.3750000000000e-003	        1.022933
4.5312500000000e-003	        1.023191
4.6875000000000e-003	           1.021
4.8437500000000e-003	        1.017448
5.0000000000000e-003	        1.011117
5.1562500000000e-003	        1.008412
5.3125000000000e-003	        1.010097
5.4687500000000e-003	        1.008736
5.6250000000000e-003	        1.008973
5.7812500000000e-003	        1.010613
5.9375000000000e-003	        1.008757
6.0937500000000e-003	        1.010112
6.2500000000000e-003	        1.008509
6.4062500000000e-003	        1.005744
6.5625000000000e-003	         1.00419
6.7187500000000e-003	        1.001994
6.8750000000000e-003	        1.002531
7.0312500000000e-003	        1.001381
7.1875000000000e-003	        1.002078
7.3437500000000e-003	        1.002866
7.5000000000000e-003	        1.003793
7.6562500000000e-003	        1.005389
7.8125000000000e-003	        1.004755
7.9687500000000e-003	        1.004111
8.1250000000000e-003	        1.004165
8.2812500000000e-003	        1.004254
8.4375000000000e-003	        1.003938
8.5937500000000e-003	        1.002187
8.7500000000000e-003	        0.998398
8.9062500000000e-003	       0.9942456
9.0625000000000e-003	       0.9930859
9.2187500000000e-003	       0.9910938
9.3750000000000e-003	       0.9906032
9.5312500000000e-003	        0.987242
9.6875000000000e-003	       0.9830043
9.8437500000000e-003	        0.980929
1.0000000000000e-002	       0.9839756
1.0156250000000e-002	       0.9887177
