Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I1
Channel Comment	 : 

Frequency	 Real

Units:
Hz	g
0.0000000000000e+000	         2.80805
1.5625000000000e+000	        3.929614
3.1250000000000e+000	       -19.59999
4.6875000000000e+000	       -2.071148
6.2500000000000e+000	       -5.731027
7.8125000000000e+000	       -0.734082
9.3750000000000e+000	        2.962405
1.0937500000000e+001	        1.218214
1.2500000000000e+001	      -0.5179516
1.4062500000000e+001	       -1.069882
1.5625000000000e+001	       0.2375892
1.7187500000000e+001	      0.03800241
1.8750000000000e+001	       0.2181217
2.0312500000000e+001	        2.057836
2.1875000000000e+001	      -0.6974375
2.3437500000000e+001	      0.09779717
2.5000000000000e+001	       -1.725623
2.6562500000000e+001	      -0.7058504
2.8125000000000e+001	       0.7487683
2.9687500000000e+001	       -1.181818
3.1250000000000e+001	       0.4675633
3.2812500000000e+001	        1.174217
3.4375000000000e+001	      -0.5019146
3.5937500000000e+001	      -0.9512649
3.7500000000000e+001	         1.05099
3.9062500000000e+001	       0.2099147
4.0625000000000e+001	       0.3034019
4.2187500000000e+001	      -0.1499458
4.3750000000000e+001	       0.2877909
4.5312500000000e+001	        1.039569
4.6875000000000e+001	     -0.07094771
4.8437500000000e+001	       -1.250165
5.0000000000000e+001	       0.3567165
5.1562500000000e+001	       0.9516386
5.3125000000000e+001	       -3.053031
5.4687500000000e+001	       0.7817762
5.6250000000000e+001	      -0.5946181
5.7812500000000e+001	       0.2008459
5.9375000000000e+001	       -1.453919
6.0937500000000e+001	       -1.149095
6.2500000000000e+001	        -1.56668
6.4062500000000e+001	      -0.2838682
6.5625000000000e+001	      -0.9593993
6.7187500000000e+001	       0.2244663
6.8750000000000e+001	     -0.01940195
7.0312500000000e+001	       0.1467663
7.1875000000000e+001	       0.7783892
7.3437500000000e+001	       0.2007189
7.5000000000000e+001	        0.268703
7.6562500000000e+001	      -0.4919484
7.8125000000000e+001	      -0.6158341
7.9687500000000e+001	       0.9532486
8.1250000000000e+001	      0.07365528
8.2812500000000e+001	       0.4675693
8.4375000000000e+001	       0.1240122
8.5937500000000e+001	      -0.7418764
8.7500000000000e+001	      -0.6257312
8.9062500000000e+001	       -1.050918
9.0625000000000e+001	      -0.4547379
9.2187500000000e+001	      -0.2364526
9.3750000000000e+001	     -0.08944723
9.5312500000000e+001	       0.4870534
9.6875000000000e+001	       0.2417422
9.8437500000000e+001	       0.1701257
1.0000000000000e+002	       0.7740274
1.0156250000000e+002	      -0.2375168
1.0312500000000e+002	      -0.6970007
1.0468750000000e+002	      -0.1529375
