Units: EU
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	I1 : I2
Channel Comment	 : 

Frequency	 Real

Units:
Hz	g
0.0000000000000e+000	      -0.8724952
1.5625000000000e+000	     -0.07281305
3.1250000000000e+000	        1.546967
4.6875000000000e+000	        0.179013
6.2500000000000e+000	       0.2588018
7.8125000000000e+000	      0.02869681
9.3750000000000e+000	       -0.154807
1.0937500000000e+001	      -0.1561345
1.2500000000000e+001	       0.2091879
1.4062500000000e+001	    -0.001496152
1.5625000000000e+001	     -0.03647286
1.7187500000000e+001	      -0.1729577
1.8750000000000e+001	       0.1028772
2.0312500000000e+001	       -0.330227
2.1875000000000e+001	      0.05411533
2.3437500000000e+001	      -0.1345297
2.5000000000000e+001	      0.09955097
2.6562500000000e+001	      -0.2473165
2.8125000000000e+001	       0.1571404
2.9687500000000e+001	      0.03809743
3.1250000000000e+001	     -0.05951341
3.2812500000000e+001	     -0.03192914
3.4375000000000e+001	     -0.03368285
3.5937500000000e+001	      0.04573991
3.7500000000000e+001	   -0.0002326741
3.9062500000000e+001	      0.03037661
4.0625000000000e+001	     -0.01391187
4.2187500000000e+001	      0.01513879
4.3750000000000e+001	     -0.08656639
4.5312500000000e+001	      -0.1877884
4.6875000000000e+001	     -0.04662936
4.8437500000000e+001	     0.008186418
5.0000000000000e+001	      -0.1082096
5.1562500000000e+001	      0.08004557
5.3125000000000e+001	      0.01050798
5.4687500000000e+001	      -0.0472385
5.6250000000000e+001	     -0.07027735
5.7812500000000e+001	     -0.03136531
5.9375000000000e+001	      0.08416444
6.0937500000000e+001	      0.01322542
6.2500000000000e+001	      0.03652737
6.4062500000000e+001	     -0.01763635
6.5625000000000e+001	     -0.03054429
6.7187500000000e+001	     -0.05009165
6.8750000000000e+001	     -0.03124155
7.0312500000000e+001	     -0.00852528
7.1875000000000e+001	     -0.00575393
7.3437500000000e+001	     -0.01510973
7.5000000000000e+001	     -0.06002339
7.6562500000000e+001	      0.05329649
7.8125000000000e+001	      0.04825367
7.9687500000000e+001	     -0.01825294
8.1250000000000e+001	      -0.1119948
8.2812500000000e+001	       -0.100725
8.4375000000000e+001	      -0.0389336
8.5937500000000e+001	      0.01151674
8.7500000000000e+001	      0.01597911
8.9062500000000e+001	      0.05571358
9.0625000000000e+001	       0.0136687
9.2187500000000e+001	     0.005983689
9.3750000000000e+001	     -0.06806678
9.5312500000000e+001	     -0.03013712
9.6875000000000e+001	     -0.09373556
9.8437500000000e+001	     -0.03448432
1.0000000000000e+002	      -0.0627632
1.0156250000000e+002	    -0.009457082
1.0312500000000e+002	     -0.01510302
1.0468750000000e+002	     -0.05730059
1.0625000000000e+002	      0.07564468
1.0781250000000e+002	     -0.03423248
1.0937500000000e+002	      0.05769042
1.1093750000000e+002	     -0.02124258
1.1250000000000e+002	    0.0008388751
1.1406250000000e+002	      0.02292872
1.1562500000000e+002	      0.02508831
1.1718750000000e+002	     -0.05734998
1.1875000000000e+002	    -0.008917648
1.2031250000000e+002	     -0.06098991
1.2187500000000e+002	     0.007262379
1.2343750000000e+002	       0.0346596
1.2500000000000e+002	     -0.02821587
1.2656250000000e+002	     -0.01745336
1.2812500000000e+002	      0.02930765
1.2968750000000e+002	     -0.09947539
1.3125000000000e+002	      0.01167378
1.3281250000000e+002	     -0.06461501
1.3437500000000e+002	     -0.03384662
1.3593750000000e+002	      0.05290959
1.3750000000000e+002	     -0.01889898
1.3906250000000e+002	     -0.05211176
1.4062500000000e+002	      0.01886689
1.4218750000000e+002	     -0.06023411
1.4375000000000e+002	      0.05314841
1.4531250000000e+002	     -0.02285728
1.4687500000000e+002	     -0.02838933
1.4843750000000e+002	      0.01699001
1.5000000000000e+002	     -0.06385418
1.5156250000000e+002	     -0.01487636
1.5312500000000e+002	     -0.02839568
1.5468750000000e+002	      0.01292842
1.5625000000000e+002	      0.03570935
1.5781250000000e+002	     -0.03911696
1.5937500000000e+002	      0.01974617
1.6093750000000e+002	      -0.1150707
1.6250000000000e+002	      0.02745865
1.6406250000000e+002	      0.03637141
1.6562500000000e+002	    -0.008408649
1.6718750000000e+002	      0.02581866
1.6875000000000e+002	     -0.04840791
1.7031250000000e+002	      0.02280662
1.7187500000000e+002	     -0.01474464
1.7343750000000e+002	     0.006121998
1.7500000000000e+002	      0.02583074
1.7656250000000e+002	     -0.02604729
1.7812500000000e+002	      0.01780454
1.7968750000000e+002	     -0.05012837
1.8125000000000e+002	     0.004707307
1.8281250000000e+002	     -0.01275922
1.8437500000000e+002	     0.008808927
1.8593750000000e+002	      0.01880398
1.8750000000000e+002	      0.01399947
1.8906250000000e+002	     -0.08825042
1.9062500000000e+002	     -0.02002124
1.9218750000000e+002	     -0.06265678
1.9375000000000e+002	      0.01733495
1.9531250000000e+002	     -0.01546936
1.9687500000000e+002	      -0.0263188
1.9843750000000e+002	     -0.05620837
2.0000000000000e+002	     0.006143872
2.0156250000000e+002	     -0.04133049
2.0312500000000e+002	     -0.02725325
2.0468750000000e+002	     -0.06587898
2.0625000000000e+002	     -0.02248391
2.0781250000000e+002	     0.008310821
2.0937500000000e+002	      0.02016016
2.1093750000000e+002	      0.01088489
2.1250000000000e+002	     -0.01751115
2.1406250000000e+002	     0.003584134
2.1562500000000e+002	      0.01057765
2.1718750000000e+002	     -0.03549298
2.1875000000000e+002	     -0.01279794
2.2031250000000e+002	    -0.007598736
2.2187500000000e+002	      0.03783176
2.2343750000000e+002	     -0.02137276
2.2500000000000e+002	     0.001858595
2.2656250000000e+002	     -0.07294817
2.2812500000000e+002	      0.01914508
2.2968750000000e+002	     0.008523299
2.3125000000000e+002	     -0.05975604
2.3281250000000e+002	     -0.01772745
2.3437500000000e+002	      0.01510486
2.3593750000000e+002	     0.002985867
2.3750000000000e+002	     -0.03204283
2.3906250000000e+002	     -0.09004704
2.4062500000000e+002	     -0.03873333
2.4218750000000e+002	      0.05658497
2.4375000000000e+002	     -0.05434727
2.4531250000000e+002	     -0.01826269
2.4687500000000e+002	     -0.02799286
2.4843750000000e+002	     0.006330176
2.5000000000000e+002	      0.03321417
2.5156250000000e+002	     0.009330209
2.5312500000000e+002	     -0.02591093
2.5468750000000e+002	       0.0109431
2.5625000000000e+002	     0.007081123
2.5781250000000e+002	       -0.010935
2.5937500000000e+002	     -0.03211597
2.6093750000000e+002	     0.007209376
2.6250000000000e+002	     -0.00642997
2.6406250000000e+002	      0.01725931
2.6562500000000e+002	     -0.03140521
2.6718750000000e+002	     0.009724906
2.6875000000000e+002	      0.01221551
2.7031250000000e+002	      0.04025071
2.7187500000000e+002	     -0.03190943
2.7343750000000e+002	     -0.06094571
2.7500000000000e+002	     -0.02587574
2.7656250000000e+002	     -0.04636292
2.7812500000000e+002	     -0.01836506
2.7968750000000e+002	      0.03352795
2.8125000000000e+002	     -0.01581967
2.8281250000000e+002	      0.02773796
2.8437500000000e+002	     -0.02271425
2.8593750000000e+002	    -0.006206737
2.8750000000000e+002	      0.01462511
2.8906250000000e+002	      0.01524651
2.9062500000000e+002	     -0.02655764
2.9218750000000e+002	    -0.007346296
2.9375000000000e+002	     -0.02059594
2.9531250000000e+002	     -0.04736343
2.9687500000000e+002	    -0.006446765
2.9843750000000e+002	      0.02023801
3.0000000000000e+002	    -0.005866638
3.0156250000000e+002	     -0.03445011
3.0312500000000e+002	      0.01021521
3.0468750000000e+002	     -0.04384054
3.0625000000000e+002	      0.03043472
3.0781250000000e+002	      0.01649869
3.0937500000000e+002	     -0.04445299
3.1093750000000e+002	      0.04894979
3.1250000000000e+002	     -0.03602527
3.1406250000000e+002	    -0.007395484
3.1562500000000e+002	     -0.08744662
3.1718750000000e+002	     0.002171195
3.1875000000000e+002	     0.004922025
3.2031250000000e+002	      0.02637061
3.2187500000000e+002	      0.01571778
3.2343750000000e+002	     -0.04863546
3.2500000000000e+002	     -0.03162261
3.2656250000000e+002	      0.03625952
3.2812500000000e+002	    -0.008047918
3.2968750000000e+002	    -0.006570129
3.3125000000000e+002	     0.006721997
3.3281250000000e+002	     -0.05367299
3.3437500000000e+002	     -0.03003942
3.3593750000000e+002	     -0.03671188
3.3750000000000e+002	     0.009944241
3.3906250000000e+002	     0.005268011
3.4062500000000e+002	      0.01816574
3.4218750000000e+002	     0.006617203
3.4375000000000e+002	    -0.007378248
3.4531250000000e+002	     -0.03622904
3.4687500000000e+002	     -0.02780148
3.4843750000000e+002	      0.03633126
3.5000000000000e+002	     -0.01577809
3.5156250000000e+002	    -0.001472722
3.5312500000000e+002	     -0.05019431
3.5468750000000e+002	     -0.02230565
3.5625000000000e+002	      0.01350833
3.5781250000000e+002	    -0.006058449
3.5937500000000e+002	     -0.01144704
3.6093750000000e+002	     -0.01284916
3.6250000000000e+002	     -0.03325729
3.6406250000000e+002	     0.007587168
3.6562500000000e+002	      0.03539335
3.6718750000000e+002	     -0.03237385
3.6875000000000e+002	     -0.01380854
3.7031250000000e+002	     -0.04198358
3.7187500000000e+002	     -0.02972105
3.7343750000000e+002	     -0.04433767
3.7500000000000e+002	    -0.005881899
3.7656250000000e+002	    -0.003429048
3.7812500000000e+002	      0.01818673
3.7968750000000e+002	      0.02614841
3.8125000000000e+002	     -0.02766063
3.8281250000000e+002	     -0.02385056
3.8437500000000e+002	     -0.02491574
3.8593750000000e+002	  -3.670507e-005
3.8750000000000e+002	       0.0268565
3.8906250000000e+002	     -0.03654162
3.9062500000000e+002	      0.02140526
3.9218750000000e+002	    -0.004529221
3.9375000000000e+002	    -0.002494301
3.9531250000000e+002	     -0.02314022
3.9687500000000e+002	     0.002071978
3.9843750000000e+002	      0.01760262
4.0000000000000e+002	     -0.01200286
4.0156250000000e+002	     0.006213467
4.0312500000000e+002	     -0.01899312
4.0468750000000e+002	     -0.01068094
4.0625000000000e+002	      0.01329817
4.0781250000000e+002	     -0.02699032
4.0937500000000e+002	      -0.0166099
4.1093750000000e+002	    -0.003396432
4.1250000000000e+002	     -0.03340579
4.1406250000000e+002	     -0.03526587
4.1562500000000e+002	      0.02953397
4.1718750000000e+002	     -0.02854222
4.1875000000000e+002	      0.02423462
4.2031250000000e+002	     -0.04007074
4.2187500000000e+002	     -0.01943572
4.2343750000000e+002	     -0.01392464
4.2500000000000e+002	     -0.03882661
4.2656250000000e+002	      0.01034323
4.2812500000000e+002	      0.01345567
4.2968750000000e+002	     -0.01375658
4.3125000000000e+002	     -0.05580864
4.3281250000000e+002	     -0.03989907
4.3437500000000e+002	      0.01357904
4.3593750000000e+002	     -0.05674603
4.3750000000000e+002	       0.0152501
4.3906250000000e+002	     0.003862523
4.4062500000000e+002	      -0.0399274
4.4218750000000e+002	      -0.0273657
4.4375000000000e+002	      -0.0134959
4.4531250000000e+002	    -0.004148152
4.4687500000000e+002	     -0.02931185
4.4843750000000e+002	     -0.04166612
4.5000000000000e+002	    -0.004387439
4.5156250000000e+002	     0.001609329
4.5312500000000e+002	     -0.03260821
4.5468750000000e+002	     -0.03308518
4.5625000000000e+002	      0.04139302
4.5781250000000e+002	     -0.03051128
4.5937500000000e+002	     -0.07785825
4.6093750000000e+002	     -0.05149705
4.6250000000000e+002	     -0.01718489
4.6406250000000e+002	     -0.02726394
4.6562500000000e+002	     0.005256347
4.6718750000000e+002	      0.02207932
4.6875000000000e+002	      -0.0370189
4.7031250000000e+002	      0.04595316
4.7187500000000e+002	      0.01114449
4.7343750000000e+002	     -0.02720089
4.7500000000000e+002	      0.02923933
4.7656250000000e+002	     -0.04506443
4.7812500000000e+002	    -0.003360128
4.7968750000000e+002	     -0.02078283
4.8125000000000e+002	     -0.05140441
4.8281250000000e+002	      -0.0571176
4.8437500000000e+002	      0.01864349
4.8593750000000e+002	      0.02193863
4.8750000000000e+002	     -0.02926085
4.8906250000000e+002	     -0.02273228
4.9062500000000e+002	      0.01990881
4.9218750000000e+002	     -0.01206578
4.9375000000000e+002	    0.0005677546
4.9531250000000e+002	     -0.01287248
4.9687500000000e+002	    -0.004925635
4.9843750000000e+002	     -0.02988756
5.0000000000000e+002	     -0.03033675
5.0156250000000e+002	     -0.08000899
5.0312500000000e+002	     -0.04129122
5.0468750000000e+002	     -0.03062181
5.0625000000000e+002	    -0.003887382
5.0781250000000e+002	     -0.02580437
5.0937500000000e+002	    -0.006041158
5.1093750000000e+002	     -0.04734077
5.1250000000000e+002	     -0.00936509
5.1406250000000e+002	      0.04091359
5.1562500000000e+002	     -0.02878419
5.1718750000000e+002	      -0.0139158
5.1875000000000e+002	   -0.0005435813
5.2031250000000e+002	     -0.05527056
5.2187500000000e+002	     0.001887366
5.2343750000000e+002	     -0.03052694
5.2500000000000e+002	     -0.03005159
5.2656250000000e+002	      0.03055076
5.2812500000000e+002	    -0.002097227
5.2968750000000e+002	      0.01273893
5.3125000000000e+002	      0.02500984
5.3281250000000e+002	      0.02833178
5.3437500000000e+002	       0.0257692
5.3593750000000e+002	        0.003053
5.3750000000000e+002	    -0.008394523
5.3906250000000e+002	     -0.03171933
5.4062500000000e+002	      0.01158853
5.4218750000000e+002	     -0.02346188
5.4375000000000e+002	     -0.01723681
5.4531250000000e+002	     -0.01669609
5.4687500000000e+002	     -0.02000544
5.4843750000000e+002	     -0.04132711
5.5000000000000e+002	     0.000213671
5.5156250000000e+002	      -0.0324106
5.5312500000000e+002	     -0.01582189
5.5468750000000e+002	    -0.005487989
5.5625000000000e+002	      0.02006967
5.5781250000000e+002	     -0.04563283
5.5937500000000e+002	      0.01767528
5.6093750000000e+002	     -0.02923975
5.6250000000000e+002	      -0.0282049
5.6406250000000e+002	     -0.01730225
5.6562500000000e+002	    0.0001422223
5.6718750000000e+002	     -0.02239448
5.6875000000000e+002	    -0.005036293
5.7031250000000e+002	     -0.01696378
5.7187500000000e+002	     -0.02508553
5.7343750000000e+002	      0.04027642
5.7500000000000e+002	      0.01721589
5.7656250000000e+002	    -0.007489078
5.7812500000000e+002	       0.0293586
5.7968750000000e+002	     -0.06198608
5.8125000000000e+002	     -0.03587406
5.8281250000000e+002	    -0.001413267
5.8437500000000e+002	     -0.01944171
5.8593750000000e+002	     -0.01498776
5.8750000000000e+002	     -0.01399694
5.8906250000000e+002	     -0.02132922
5.9062500000000e+002	     -0.01814616
5.9218750000000e+002	    -0.005033153
5.9375000000000e+002	    0.0009123391
5.9531250000000e+002	     -0.02816402
5.9687500000000e+002	     0.002264679
5.9843750000000e+002	     -0.02238739
6.0000000000000e+002	     -0.01953859
6.0156250000000e+002	      0.01713592
6.0312500000000e+002	    -0.004745124
6.0468750000000e+002	     -0.02400784
6.0625000000000e+002	      0.00952314
6.0781250000000e+002	      0.01604376
6.0937500000000e+002	     -0.00940186
6.1093750000000e+002	    -0.009647866
6.1250000000000e+002	     0.002522671
6.1406250000000e+002	    -0.009684344
6.1562500000000e+002	     -0.01969928
6.1718750000000e+002	    -0.002031134
6.1875000000000e+002	     -0.01971043
6.2031250000000e+002	     0.005893621
6.2187500000000e+002	     -0.01927426
6.2343750000000e+002	     -0.01015236
6.2500000000000e+002	  -2.214337e-005
6.2656250000000e+002	    -0.001185492
6.2812500000000e+002	     -0.04212445
6.2968750000000e+002	      0.01246023
6.3125000000000e+002	     -0.04206937
6.3281250000000e+002	      -0.0181432
6.3437500000000e+002	       0.0221691
6.3593750000000e+002	      0.03230363
6.3750000000000e+002	     -0.00532242
6.3906250000000e+002	     -0.01445688
6.4062500000000e+002	    -0.005928124
6.4218750000000e+002	       0.0013539
6.4375000000000e+002	     -0.01813032
6.4531250000000e+002	    -0.006611586
6.4687500000000e+002	    -0.001654037
6.4843750000000e+002	     -0.02292165
6.5000000000000e+002	    -0.007798875
6.5156250000000e+002	     -0.02085516
6.5312500000000e+002	     -0.03764214
6.5468750000000e+002	      0.03040492
6.5625000000000e+002	     -0.02475987
6.5781250000000e+002	     0.005390061
6.5937500000000e+002	     -0.04697473
6.6093750000000e+002	     -0.03198434
6.6250000000000e+002	     -0.02150342
6.6406250000000e+002	     -0.01701704
6.6562500000000e+002	     -0.03547029
6.6718750000000e+002	     0.004065661
6.6875000000000e+002	    -0.002750647
6.7031250000000e+002	       0.0267449
6.7187500000000e+002	     -0.01472336
6.7343750000000e+002	     -0.01710101
6.7500000000000e+002	      0.02878848
6.7656250000000e+002	  -7.698697e-005
6.7812500000000e+002	     -0.01333166
6.7968750000000e+002	     0.006804976
6.8125000000000e+002	     0.008962576
6.8281250000000e+002	     -0.01267758
6.8437500000000e+002	     -0.02123208
6.8593750000000e+002	     0.007184058
6.8750000000000e+002	    -0.002084276
6.8906250000000e+002	     -0.04248267
6.9062500000000e+002	     -0.02571661
6.9218750000000e+002	     -0.02901582
6.9375000000000e+002	     0.004085253
6.9531250000000e+002	     0.006146975
6.9687500000000e+002	     -0.02902731
6.9843750000000e+002	      0.03992303
7.0000000000000e+002	     -0.01877058
7.0156250000000e+002	     0.004437977
7.0312500000000e+002	     -0.01543148
7.0468750000000e+002	     0.003319192
7.0625000000000e+002	    -0.005013217
7.0781250000000e+002	     0.009903138
7.0937500000000e+002	      0.01155011
7.1093750000000e+002	     -0.01043198
7.1250000000000e+002	     -0.03440823
7.1406250000000e+002	      0.01801773
7.1562500000000e+002	     -0.03076212
7.1718750000000e+002	     -0.01918253
7.1875000000000e+002	     -0.02541091
7.2031250000000e+002	      0.01103637
7.2187500000000e+002	     -0.01319989
7.2343750000000e+002	     -0.01973231
7.2500000000000e+002	     -0.05112932
7.2656250000000e+002	    -0.009144395
7.2812500000000e+002	     0.002874703
7.2968750000000e+002	     -0.03660299
7.3125000000000e+002	     -0.01611608
7.3281250000000e+002	     -0.01655148
7.3437500000000e+002	    -0.005929417
7.3593750000000e+002	     0.008030055
7.3750000000000e+002	     -0.01602698
7.3906250000000e+002	    -0.002298706
7.4062500000000e+002	    -0.004626061
7.4218750000000e+002	     -0.01516853
7.4375000000000e+002	     -0.05231251
7.4531250000000e+002	     -0.04315859
7.4687500000000e+002	     -0.01050264
7.4843750000000e+002	     0.006040825
7.5000000000000e+002	    -0.004360199
7.5156250000000e+002	     -0.02189207
7.5312500000000e+002	     0.002974399
7.5468750000000e+002	    -0.007363009
7.5625000000000e+002	      0.01106504
7.5781250000000e+002	     -0.04455382
7.5937500000000e+002	     -0.01191773
7.6093750000000e+002	      -0.0046997
7.6250000000000e+002	      0.02491131
7.6406250000000e+002	     0.006555328
7.6562500000000e+002	     0.008151411
7.6718750000000e+002	     -0.02071543
7.6875000000000e+002	      0.03135243
7.7031250000000e+002	     -0.02910446
7.7187500000000e+002	   -0.0003893481
7.7343750000000e+002	     -0.01180836
7.7500000000000e+002	     -0.02531705
7.7656250000000e+002	    -0.003090766
7.7812500000000e+002	     0.006713085
7.7968750000000e+002	     -0.03728027
