,Unnamed: 0,t,y,fft,fftfreq,fft_plot,fftfreq_plot
0,0,13.12509375,0.0053467506902583,(0.15192789838530735-0.11732929898543719j),-4999.6000320090925,(17.14260694540971+0j),0.0
1,1,13.12519375,0.0090531998783271,(0.030616566074793693+0.03105906643127901j),-4998.800096003971,(-0.05044875951061487-0.016045125073220264j),3.2000000000074578
2,2,13.12529375,0.0080357148221774,(-0.045121667316387414-0.04030775135970697j),-4998.00015999885,(-0.0595516134168672+0.0027211959485552543j),6.4000000000149155
3,3,13.12539375,0.0072806088508014,(-0.07224443590122144-0.09852610913663391j),-4997.200223993728,(-0.05532345686386479-0.0049534302430287325j),9.600000000022373
4,4,13.125493750000002,0.0061151219499839,(-0.07805530213038782+0.09901710966840256j),-4996.400287988607,(-0.05377022014227431-5.525273756940875e-05j),12.800000000029831
5,5,13.125593750000002,0.006740131138001,(0.24233374049751188+0.057610848853858226j),-4995.600351983485,(-0.038915017443824154-0.005869052773575731j),16.00000000003729
6,6,13.125693750000002,0.0058628938640478,(0.03838580456253675+0.00901479398230895j),-4994.800415978364,(-0.04966748384881044-0.006298023841991424j),19.200000000044746
7,7,13.12579375,0.0042802798607239,(0.03697116032344031-0.055498182298698115j),-4994.000479973242,(-0.06021339552248027+0.009838088541624691j),22.400000000052206
8,8,13.12589375,0.003972875000006,(-0.16454123280256722-0.16937806524566557j),-4993.200543968121,(-0.04524855033265522-0.007953045970087447j),25.600000000059662
9,9,13.12599375,0.0027153066861865,(-0.11159019928769831-0.029128643561569245j),-4992.400607962999,(-0.06348849432770495-0.0044484955333941945j),28.80000000006712
10,10,13.12609375,0.0036643255996704,(0.03412987865408938+0.05901108461348088j),-4991.600671957878,(-0.05166099569237101+0.00042535360662878524j),32.00000000007458
11,11,13.12619375,0.0044394816391775,(0.04822260421950746-0.0530787884025554j),-4990.800735952756,(-0.05148588724708821+0.010365575183284594j),35.200000000082035
12,12,13.126293750000002,0.0043991939229525,(-0.05000179349050341+0.032327859098514j),-4990.000799947635,(-0.06200068943291105+0.008945291222219792j),38.40000000008949
13,13,13.126393750000002,0.0038252622743065,(-0.10516224265875648+0.22493402368286744j),-4989.200863942514,(-0.06677893788172942+0.01020688689884685j),41.60000000009695
14,14,13.126493750000002,0.0037691337743606,(0.0237445831188441-0.0489122235659525j),-4988.400927937392,(-0.07257524467241282+0.01975543343271958j),44.80000000010441
15,15,13.12659375,0.0043256758040646,(0.14309749729378357-0.024662707219609288j),-4987.600991932271,(-0.059066949535172886+0.010334887929699072j),48.00000000011187
16,16,13.12669375,0.0045119970075443,(0.03538213091357196-0.030705975842912254j),-4986.801055927149,(-0.05359395736802589+0.01471421935692474j),51.200000000119324
17,17,13.12679375,0.0035232865305724,(-0.05140997375081742+0.061139612688794906j),-4986.001119922028,(-0.058159633264076596+0.011548989867321589j),54.40000000012678
18,18,13.12689375,0.0032810695662247,(-0.0565365024596308+0.05773421931593582j),-4985.201183916906,(-0.07821007906273723+0.01228680445974882j),57.60000000013424
19,19,13.126993750000002,0.0033981369315253,(0.034613589889033305+0.07742772337649309j),-4984.401247911785,(-0.07684118520241855+0.010076559144145531j),60.8000000001417
20,20,13.127093750000002,0.0046288366597155,(0.02027918820603676+0.12510323129911333j),-4983.601311906664,(-0.06820783096854721+0.015018699654111428j),64.00000000014916
21,21,13.127193750000002,0.0032170749146641,(-0.12990286480017516-0.053037209506249475j),-4982.801375901542,(-0.07739540585405305+0.023224139521717417j),67.2000000001566
22,22,13.127293750000002,0.0015451485114042,(0.013616845363578496+0.04863931289702843j),-4982.00143989642,(-0.08120553381135792+0.029755735163556094j),70.40000000016407
