,t,y
0,3.74999375,-2.7021653429192777e-05
1,3.75009375,0.000539546105044
2,3.75019375,-0.0005436423526059
3,3.75029375,0.0038720050579814
4,3.75039375,0.0082886824263063
5,3.75049375,0.0071211865073439
6,3.75059375,0.0094214095432228
7,3.75069375,0.0088337115566424
8,3.75079375,0.009861935275111
9,3.75089375,0.0080530876916978
10,3.75099375,0.0078086327267802
11,3.75109375,0.0072407304939811
12,3.75119375,0.0035534363264586
13,3.75129375,0.0069037519491225
14,3.75139375,0.0041545609571796
15,3.75149375,0.005065950374574
16,3.75159375,0.00637276031209
17,3.75169375,0.0068358544810272
18,3.75179375,0.0097260683959318
19,3.75189375,0.0073849918466336
20,3.75199375,0.0071624402956176
21,3.75209375,0.007400370173048
22,3.75219375,0.004223931786224
23,3.75229375,0.006248144670365
24,3.75239375,0.0026197330490503
25,3.75249375,0.0024812621235478
26,3.75259375,0.0049925176019833
27,3.75269375,0.0028542029099103
28,3.75279375,0.0043822023733233
29,3.75289375,0.0066280562559771
30,3.75299375,0.0043320007178645
31,3.75309375,0.0068087806382346
32,3.75319375,0.003730781433723
33,3.75329375,0.0037066655041126
34,3.75339375,0.0040198685665352
35,3.75349375,0.0015193478553029
36,3.75359375,0.0046182406022438
37,3.75369375,0.0031472551355267
38,3.75379375,0.0021507314750998
39,3.75389375,0.0038426173661255
40,3.75399375,0.0013871752709305
41,3.75409375,0.0032052058259098
42,3.75419375,0.0029713841162145
43,3.75429375,0.0013487518788768
44,3.75439375,0.0030949101254759
45,3.75449375,0.0040386635536358
46,3.75459375,0.0032178757428051
47,3.75469375,0.0054125105641357
48,3.75479375,0.0016274562014192
49,3.75489375,0.0040786635628869
50,3.75499375,0.003148659093214
51,3.75509375,0.0012207347571951
52,3.75519375,0.0041040116030582
53,3.75529375,0.0019408240485022
54,3.75539375,0.003709479629519
55,3.75549375,0.0064175959740751
56,3.75559375,0.0035436966815855
57,3.75569375,0.006451971183942
58,3.75579375,0.0039857629051594
59,3.75589375,0.0030495421841464
60,3.75599375,0.0054335123193939
61,3.75609375,0.0033269972888651
62,3.75619375,0.0051612970428702
63,3.75629375,0.0047191505439542
64,3.75639375,0.0051903147093922
65,3.75649375,0.0076285845782786
66,3.75659375,0.0081674692151396
67,3.75669375,0.0073458546846052
68,3.75679375,0.0094070483678627
69,3.75689375,0.0055394118809625
70,3.75699375,0.0068227893368437
71,3.75709375,0.0064627349471432
72,3.75719375,0.0048198712486096
73,3.75729375,0.0063976532208591
74,3.75739375,0.0056341306399161
75,3.75749375,0.0074725952294659
76,3.75759375,0.0085293113838986
77,3.75769375,0.0073995118819316
78,3.75779375,0.008979623625499
79,3.75789375,0.0070368191229853
80,3.75799375,0.0073959097779219
81,3.75809375,0.0061369387350626
82,3.75819375,0.0067034131828072
83,3.75829375,0.0075159995724041
84,3.75839375,0.0084656682633715
85,3.75849375,0.0080909284504334
86,3.75859375,0.0083143774388376
87,3.75869375,0.008636885714677
88,3.75879375,0.0079120473733344
89,3.75889375,0.0070444146117624
90,3.75899375,0.007825005400896
91,3.75909375,0.0059257353170212
92,3.75919375,0.0076391117641089
93,3.75929375,0.0071509565521412
94,3.75939375,0.0073667056667981
95,3.75949375,0.0078634280862541
96,3.75959375,0.0061683469855902
97,3.75969375,0.008557918013839
98,3.75979375,0.0063898463515135
99,3.75989375,0.0077289413710786
100,3.75999375,0.0070368787881717
101,3.76009375,0.0053742703749195
102,3.76019375,0.0077349588574133
103,3.76029375,0.0065860125946572
104,3.76039375,0.0048365649424212
105,3.76049375,0.0058876296132299
106,3.76059375,0.0035799267904277
107,3.76069375,0.0041449306384863
108,3.76079375,0.0043833054541376
109,3.76089375,0.0042988465308576
110,3.76099375,0.0061193715628423
111,3.76109375,0.0039936287736886
112,3.76119375,0.0058160600864028
113,3.76129375,0.0048727365355851
114,3.76139375,0.0039397533690882
115,3.76149375,0.0048294921031549
116,3.76159375,0.0018641642438841
117,3.76169375,0.0027756227001995
118,3.76179375,0.0024516465878897
119,3.76189375,0.0015853697092071
120,3.76199375,0.002906856726892
121,3.76209375,0.0028681146778966
122,3.76219375,0.0045358678231406
123,3.76229375,0.0048572218615412
124,3.76239375,0.0041108884509487
125,3.76249375,0.0042151948264075
126,3.76259375,0.0023623628155075
127,3.76269375,0.0025622884732737
128,3.76279375,0.0024473457717325
129,3.76289375,0.0007109111491394
130,3.76299375,0.0030451605496717
131,3.76309375,0.002657081947353
132,3.76319375,0.0031044373174446
133,3.76329375,0.0036223475479518
134,3.76339375,0.0026045055111649
135,3.76349375,0.0047358747617191
136,3.76359375,0.0029112160699959
137,3.76369375,0.003554451371599
138,3.76379375,0.0043756420530594
139,3.76389375,0.0023138947628184
140,3.76399375,0.0049537046166636
141,3.76409375,0.0061091864253983
142,3.76419375,0.0066820355155526
143,3.76429375,0.0067108190452329
144,3.76439375,0.0051313663514539
145,3.76449375,0.0058722504535698
146,3.76459375,0.004900254570587
147,3.76469375,0.0040589754983207
148,3.76479375,0.0038139361231252
149,3.76489375,0.0028679603365902
150,3.76499375,0.0043438527731914
151,3.76509375,0.0069693309909026
152,3.76519375,0.0083496803194805
153,3.76529375,0.0098187899213991
154,3.76539375,0.008933850882791
155,3.76549375,0.0084773372397764
156,3.76559375,0.008359958350984
157,3.76569375,0.0085000739412113
158,3.76579375,0.0073218091244497
159,3.76589375,0.0060674926939581
160,3.76599375,0.0057605188914721
161,3.76609375,0.0066994441061381
162,3.76619375,0.0073923558945265
163,3.76629375,0.0071365378756814
164,3.76639375,0.0085582209675548
165,3.76649375,0.0076346741494711
166,3.76659375,0.008382877729015
167,3.76669375,0.0085906610922059
168,3.76679375,0.0077175854914101
169,3.76689375,0.0078773618522575
170,3.76699375,0.0072215780735806
171,3.76709375,0.0077522838598008
172,3.76719375,0.0072799031314013
173,3.76729375,0.0078907714567175
174,3.76739375,0.0076012444075969
175,3.76749375,0.0080167082396888
176,3.76759375,0.0081685475098109
177,3.76769375,0.0075284258166002
178,3.76779375,0.0082939978425024
179,3.76789375,0.0074275291012393
180,3.76799375,0.00652734154855
181,3.76809375,0.0074980499774831
182,3.76819375,0.0050828586137017
183,3.76829375,0.006235865379217
184,3.76839375,0.0054926292793804
185,3.76849375,0.0043012759710806
186,3.76859375,0.0061824621802328
187,3.76869375,0.0039732338870151
188,3.76879375,0.00479033741527
189,3.76889375,0.0052825840456148
190,3.76899375,0.0045362177764978
191,3.76909375,0.0056231991461803
192,3.76919375,0.0035665855718403
193,3.76929375,0.0032618075395947
194,3.76939375,0.0057329399678014
195,3.76949375,0.0033065073883243
196,3.76959375,0.0057132661994063
197,3.76969375,0.004057990430758
198,3.76979375,0.0046612345879922
199,3.76989375,0.0047226873654328
200,3.76999375,0.0042180709219824
201,3.77009375,0.0043910726579133
202,3.77019375,0.0024761484217989
203,3.77029375,0.0014682289206471
204,3.77039375,0.001756965718265
205,3.77049375,0.0018065938080706
206,3.77059375,0.0025942764840715
207,3.77069375,0.0035367090270766
208,3.77079375,0.0038093627353039
209,3.77089375,0.0041978470194757
210,3.77099375,0.0036455455976455
211,3.77109375,0.0039969315141747
212,3.77119375,0.0036431641983675
213,3.77129375,0.0028983998690932
214,3.77139375,0.0038938961488803
215,3.77149375,0.0022669521391075
216,3.77159375,0.0033703352239062
217,3.77169375,0.0028413289220749
218,3.77179375,0.0025238688329524
219,3.77189375,0.003456093802843
220,3.77199375,0.002528328885005
221,3.77209375,0.0038153743969463
222,3.77219375,0.0041113900997804
223,3.77229375,0.0031111342430887
224,3.77239375,0.0053711683670398
225,3.77249375,0.0051862349758134
226,3.77259375,0.0074954102838671
227,3.77269375,0.0076702683245257
228,3.77279375,0.0066998419000567
229,3.77289375,0.0071055400700501
230,3.77299375,0.0054763747436228
231,3.77309375,0.0059387341397264
232,3.77319375,0.0045062031919838
233,3.77329375,0.0043596832428186
234,3.77339375,0.0042910726085
235,3.77349375,0.0051523424726597
236,3.77359375,0.0063611672299478
237,3.77369375,0.0078658446404557
238,3.77379375,0.0082128588307262
239,3.77389375,0.0090765914397478
240,3.77399375,0.008680224797437
241,3.77409375,0.0096400963146366
242,3.77419375,0.0088015745934399
243,3.77429375,0.0072909471460657
244,3.77439375,0.0072475039323099
245,3.77449375,0.005884329637021
246,3.77459375,0.0054953802195564
247,3.77469375,0.0057029914517723
248,3.77479375,0.0056563131009809
249,3.77489375,0.0068633949210071
250,3.77499375,0.0070385816611188
251,3.77509375,0.0083070601100756
252,3.77519375,0.009353140364803
253,3.77529375,0.0087118664483124
254,3.77539375,0.0102655106641029
255,3.77549375,0.0081295219207537
256,3.77559375,0.0076048918234584
257,3.77569375,0.0080480939945843
258,3.77579375,0.0060663477908418
259,3.77589375,0.007122589445765
260,3.77599375,0.0055374550018608
261,3.77609375,0.0061425257682185
262,3.77619375,0.0076131428912758
263,3.77629375,0.0067491958517667
264,3.77639375,0.0082630207225666
265,3.77649375,0.0075892558154838
266,3.77659375,0.0071337682717558
267,3.77669375,0.0078628831487304
268,3.77679375,0.0063968614760914
269,3.77689375,0.0064854995481454
270,3.77699375,0.0055046688963262
271,3.77709375,0.0040699143474255
272,3.77719375,0.0048407509520521
273,3.77729375,0.0034445035798146
274,3.77739375,0.0050860840975016
275,3.77749375,0.0051290182981776
276,3.77759375,0.0037301085448985
277,3.77769375,0.0050439609495396
278,3.77779375,0.0031896959003087
279,3.77789375,0.0052087463785332
280,3.77799375,0.0040647908465151
281,3.77809375,0.0037532374845119
282,3.77819375,0.005009354184634
283,3.77829375,0.0027575268733586
284,3.77839375,0.00377255833343
285,3.77849375,0.0031049949004322
286,3.77859375,0.0034671559179649
287,3.77869375,0.0037020391453576
288,3.77879375,0.0018859495595911
289,3.77889375,0.0025895796899772
290,3.77899375,0.0028647728121578
291,3.77909375,0.00226891094153
292,3.77919375,0.003612140874059
293,3.77929375,0.0025215730119665
