,t,y,fft,fftfreq
0,7.499993750000001,-0.0005739990155816836,(16.973556617626883+1.214306433183765e-16j),0.0
1,7.50009375,0.0010800392118652585,(-0.00037988661050406046+0.01994315166165298j),3.198976327611044
2,7.50019375,-0.0002142109752625882,(0.006832162939142562-0.004171462051174361j),6.397952655222088
3,7.50029375,0.0033403820741239173,(-0.03556254702563974-0.011406803657341548j),9.596928982833132
4,7.50039375,0.00823217677188058,(0.04479916076205088-9.13280158699011e-05j),12.795905310444176
5,7.50049375,0.006290977450003591,(-0.004604916393389447-0.008439186980146701j),15.99488163805522
6,7.50059375,0.009114759643857611,(-0.011626520988720484+0.006690139921736261j),19.193857965666265
7,7.50069375,0.007837751570321934,(0.005349187234673289-0.0010747504780342775j),22.39283429327731
8,7.50079375,0.008414125228378084,(0.05014581437723259-0.020012923855356676j),25.591810620888353
9,7.50089375,0.005035831274627885,(0.012144903076482503-0.021445256648017434j),28.790786948499395
10,7.50099375,0.006402803149893463,(-0.02292640243990282+0.01918593442283781j),31.98976327611044
11,7.50109375,0.00898426309272636,(-0.027798609414439596+0.023917167099404776j),35.18873960372149
12,7.50119375,0.008136624061712849,(0.006396501799310649+0.03227814963912014j),38.38771593133253
13,7.50129375,0.009259384734496301,(-0.0318030432756725+0.03158783497692526j),41.58669225894357
14,7.50139375,0.006801896939527601,(-0.05000370754840881+0.04933826787504128j),44.78566858655462
15,7.50149375,0.008655787371059582,(0.005472709254503431+0.006365086857617598j),47.98464491416566
16,7.50159375,0.008197441262469202,(-0.025339534183739902+0.08036787629560796j),51.183621241776706
17,7.50169375,0.005900076956897887,(0.009047367755591382+0.00522067060803378j),54.38259756938775
18,7.50179375,0.005953206555725888,(0.029078265394209227+0.08250169448671583j),57.58157389699879
19,7.50189375,0.005853883124635923,(-0.018358612358984897+0.04569840258171907j),60.78055022460984
20,7.50199375,0.007044652557599751,(-0.009924488368633239+0.039686258425976395j),63.97952655222088
21,7.50209375,0.0072659610323696005,(-0.0020186015344862453+0.05837112790023043j),67.17850287983192
22,7.50219375,0.004482167222747009,(0.03626967150392578+0.08707599312827413j),70.37747920744297
23,7.50229375,0.00451122298474921,(0.029291367834098244+0.05343954214414889j),73.57645553505401
24,7.50239375,0.005942649379320033,(0.008121333990721586+0.06165792083336896j),76.77543186266506
25,7.50249375,0.005318091580661838,(0.0530789456568079+0.050507982533484715j),79.97440819027611
