,Experiment,chatter_presence,med,std,rms,curtose,distortion,amplitude,sra,crest,impulse,margin,max,freq_max,freq_sec_highest,fft_mean
0,c_570_015s_split_1,c,0.005438679530800191,0.0016724854004671697,0.005689977660728069,-0.3456751666901212,3629.3720834792834,0.01076282627539297,0.005300209877051934,1.8858081953472559,1.972938281655686,2.0244870963321406,0.0107302065039438,3545.4109114263206,3456.348994728337,0.10406641174139097
1,s_570_014_split_0_noise_added,s,0.005455756307650696,0.0017317047826871605,0.0057239675208068785,-0.2798825957663693,5052.619381047161,0.0129870876553416,0.005306381367314074,2.069509066480946,2.171051294845429,2.2323692664683614,0.0118458026805523,-119.7659535561561,119.7659535561561,0.0996302648955398
2,c_570_014_split_3_noise_added,c,0.005474076344568847,0.004316712313301012,0.0069712131844903175,1.5077719459292531,3065.304429590312,0.0373641769653126,0.0054145277537996405,3.40992252984739,3.9717062432208983,4.390280737130069,0.0237712968981627,119.77690408732312,-119.77690408732312,0.19019357238380014
3,c_770_005_split_0,c,0.0054424931311898355,0.0021581152817458033,0.005854730487184195,0.45093992346231193,4466.879745903536,0.0207335971301615,0.005220254485563366,2.6835269994175923,2.878060164843908,3.0096860948296364,0.0157113273366721,1183.457678989134,1038.9384532374852,0.4168517644033266
4,c_570_015s_split_0,c,0.005439835295749903,0.0016464739950530231,0.005683494207141279,-0.22266248708106584,3182.8433707386625,0.0124328701750367,0.005300975525274778,2.1501278760427236,2.246353165336491,2.305281220378462,0.0122202393281018,455.9756812980602,2122.020158929803,0.2038965707236054
5,s_570_012_split_3_noise_added,s,0.005479920765779907,0.0019212812786838019,0.005806959576629741,-0.357694960320619,9842.975794452583,0.0161509235509079,0.005293029420362323,2.2716225601801687,2.406598559294757,2.4921872396136093,0.0131912203803264,3508.0000000081754,-3508.0000000081754,0.2317528789950899
6,c_570_012_split_2,c,0.005483866215409498,0.0019798312336743937,0.0058303037646170565,-0.2556919410437226,10000.500110174573,0.016044525295230698,0.005283325346250632,2.2358443768135983,2.3763380129957996,2.467319544590433,0.0130356518872342,-3492.7325363764803,-3601.9319903804344,0.43930864494839
7,c_570_012_split_1_noise_added,c,0.005464155172542028,0.0030034963931954125,0.0062352066456327635,0.6038119265239321,7292.776693718503,0.0277565784587733,0.005170168604813791,3.065852532432843,3.423945424601075,3.697408256078293,0.0191162240847553,1049.0000000024447,-1049.0000000024447,0.29465190575284583
8,c_570_012_split_1,c,0.005461268943757431,0.002937974497036413,0.006201369202636032,0.6638936547802401,7286.3617213746,0.026717074256581402,0.0051741770742267925,3.068551225940926,3.4152172113863823,3.677728611965749,0.0190292190692611,3492.7325363764803,3601.9319903804344,0.43930864494839006
9,c_570_014_split_1_noise_added,c,0.005489788039055079,0.002260796623432978,0.00593706168814775,-0.1277314611924325,5432.583312088779,0.0186533392813656,0.005228957353526554,2.5201168397185016,2.721165584509703,2.8613905463692206,0.0149620891387487,3946.6666666758647,-3946.6666666758647,0.17337701585806942
10,c_770_005_split_3_noise_added,c,0.005426003853520993,0.008870271491744049,0.010397425014503154,1.0347040034282955,1766.0221709227196,0.0879023053982587,0.007025288268155258,4.5838349162621554,5.757399360739476,6.784074617512026,0.0402422255775616,1175.5920631404806,-1175.5920631404806,0.31549240864572564
11,c_770_005_split_0_noise_added,c,0.005445990573093821,0.0022299968180640732,0.00588484096768845,0.46041177661597166,4275.1609693477,0.0236909449261553,0.005211808150533981,2.8038048587554503,3.018578402449263,3.165877411761114,0.016499945698208,-2022.8158041226889,2022.8158041226889,0.16197790726578676
12,s_770_005_split_0,s,0.005429267491726768,0.0017130365447560053,0.005693049599444002,-0.42854907942976217,3411.741717452402,0.0125702439160797,0.005281631079586284,2.0060011736720393,2.1032714916524347,2.162260863390777,0.0114202641782578,1275.1319929576846,1112.4740013842452,0.4383478082410918
13,s_570_014_split_0,s,0.005464071121998768,0.0016391786907658523,0.005704623945336164,-0.4247739335989533,4852.324034910675,0.0125957942860097,0.005332255047273785,2.154899189257812,2.249725491320182,2.305382883196964,0.0122928895148256,46.170373248719066,1095.974949146574,0.3124105076490939
14,c_570_012_split_0,c,0.005470543396650313,0.004098869847919552,0.006835732811985699,1.7659656185866055,6135.286882036374,0.041800974615047004,0.005381645473975483,3.644154572641745,4.209433642812404,4.628782610191759,0.0249104669841549,1044.0947795378092,1048.844755787981,0.5613875267700005
15,c_770_005_split_1,c,0.005442036944726861,0.003672948010386227,0.006565468355108507,1.1491849803084158,3516.290045295221,0.0328695121510705,0.005168797221487526,3.408346047897183,3.92954637827452,4.329322115346618,0.0223773881207281,3717.500565183208,4653.832107237212,0.32348117968629925
16,c_570_015s_split_2,c,0.005463502902409626,0.0023339360528741434,0.005941040271357083,0.9747398059453194,2655.543101495717,0.0204409516106142,0.005217774601243227,2.576515372645632,2.787394785201298,2.933660949058837,0.0153071815886583,-3545.4109114263206,-3456.348994728337,0.10406641174139097
17,c_570_014_split_3,c,0.005489754247423588,0.004265072422748191,0.006951732246684346,1.6496709529794504,3111.146511351957,0.0375338096433254,0.005421981814081486,3.359730290384717,3.9045515661566648,4.30763993696394,0.0233559453998296,-46.170373248719066,-1095.974949146574,0.2905389699178007
18,c_570_014_split_2,c,0.005473059792077184,0.0021545391657357377,0.005881851318158826,-0.13339479264673848,5674.059102469559,0.0175983582144486,0.005236899778175978,2.412900112556648,2.591019545768452,2.7100613547678223,0.0141923197076269,-4886.3348489234695,-4985.000200053227,0.257388207178802
19,c_570_012_split_0_noise_added,c,0.005468624297357591,0.004158425627424945,0.0068700807536242105,1.6534999104956256,5879.611985466111,0.0430742756711179,0.005373986131939661,3.8025757437054093,4.406864627460044,4.861196473091702,0.0261240024310288,-1067.5786484390017,1067.5786484390017,0.3502285153504772
20,c_770_005_split_3,c,0.005422403369717288,0.008803361242274477,0.010338524679377063,1.0890702160512582,1802.6754281604187,0.0882247236483642,0.006987880212407452,4.741638066797297,5.952059481216744,7.01522359917054,0.0392031814741066,-1275.1319929576846,-1112.4740013842452,0.41670605280074074
21,s_770_005_split_0_noise_added,s,0.005441200841157258,0.0017959841646566976,0.005729881121595876,-0.2926182025959738,3485.6161644006447,0.0130480023636994,0.0052814368386498445,1.9635211562155523,2.066832977477007,2.130242801072626,0.0112507428048536,2188.566552896405,-2188.566552896405,0.07809872148209028
22,c_570_014_split_2_noise_added,c,0.005473152500309285,0.002230435576483934,0.005910158697322299,-0.11176968404139043,5676.145269243325,0.0184583826666029,0.005218802577809142,2.412013569023781,2.6014814842760368,2.731542870320594,0.0142553829730253,-730.133333335035,730.133333335035,0.16633767013863654
23,s_570_012_split_3,s,0.005480681546603442,0.0018356960801762447,0.005779929317773036,-0.44460883806307505,9923.66041699418,0.0155145725215375,0.005312041760835994,2.2531549469032077,2.3759051280605568,2.4516140725975135,0.0130230763350912,-1044.0947795378092,-1048.844755787981,0.5395022850072471
24,c_570_015s_split_3,c,0.0054730389226591795,0.009477542868874714,0.0109441248004846,-0.31878590711321175,4167.61523210028,0.0667613378796446,0.007326218570834884,3.547818796412028,4.455156436001878,5.299838013570696,0.0388277716774383,-1055.9879315689575,-1037.131004219512,0.8848588760618283
25,c_570_015s_split_2_noise_added,c,0.005449814279816979,0.0024101691945109327,0.005958871715981217,0.8349535618719321,2529.0297922248933,0.0213223574606248,0.0051894858032347745,2.705207706953682,2.9406077928118504,3.1062780209886287,0.0161199856908207,-4707.764505088612,4707.764505088612,0.0858311070131765
26,c_570_012_split_2_noise_added,c,0.005484499048610354,0.002065046035305433,0.005860380504185371,-0.21287357738339985,9666.131900967617,0.0164780654297593,0.005263957691827939,2.313177959760905,2.470555641206392,2.5752682319501443,0.0135561030180941,-19.40000000004521,-1067.600000002488,0.23945999486072445
27,c_570_015s_split_0_noise_added,c,0.0054509098167307545,0.0017326044723187195,0.005719588774265609,-0.17077168230588002,3409.575427201922,0.012112165365901,0.00529696972656444,2.0072746011725857,2.1057954502077334,2.1674251257579904,0.0114807852757352,4918.941979577337,-4918.941979577337,0.07138325163035693
28,c_570_014_split_0_noise_added,c,0.0054890869759978865,0.0026542902670306312,0.0060971269401851194,0.11186279443549507,5309.58912712439,0.0215109923006592,0.005167250159320487,2.578542477513952,2.843162664211716,3.042566224068676,0.015721700806062,-1058.6102074674718,1058.6102074674718,0.18958144385371473
29,c_770_005_split_2_noise_added,c,0.005480409304018397,0.007996549047857945,0.009693608343268732,0.22759591701446213,1829.0909581391925,0.0632378761698512,0.006644734187144984,3.7377513621338028,4.6576962222244935,5.452783628145716,0.0362322977890443,-2205.6313993225467,2205.6313993225467,0.24557175245667007
30,c_770_005_split_1_noise_added,c,0.00543955379985221,0.003730387425844408,0.006595723450342964,1.0531054917240361,3506.7490020192367,0.032932875636648096,0.0051626839035096,3.417611835167389,3.952651537235548,4.366260446443249,0.0225416225253832,1952.695652143777,-1952.695652143777,0.240396869370353
31,c_570_015s_split_3_noise_added,c,0.005464631882466959,0.009540862535198388,0.010994821428462533,-0.2991598652681873,4074.938886853283,0.0672845052637185,0.007361109971723232,3.628458824759834,4.556126190536851,5.419597994325872,0.0398942568387634,1053.2571428595977,-1053.2571428595977,0.5141662547206268
32,c_570_014_split_1,c,0.00548803794337368,0.0021820764478033138,0.005905909256631066,-0.1564087049471805,5610.273259231156,0.0182869792297276,0.005242966134217309,2.4403248480229265,2.6234037703111523,2.7488899871135506,0.0144123371091254,4886.3348489234695,4985.000200053227,0.257388207178802
33,c_770_005_split_2,c,0.005432023499292212,0.00790477631393334,0.009590570319556712,0.19508189469911796,1815.7519820235557,0.0617865294630765,0.0065992257744441835,3.7651271041550047,4.685303032863798,5.471811010664933,0.0361097162544675,-4686.150071986272,-4728.281158328245,0.32989368063791297
34,c_570_014_split_0,c,0.005497792671437311,0.0025875184300117836,0.006076233934166533,0.14443577449263145,5345.235703022012,0.021649721825035502,0.0051864305002854855,2.561352600765149,2.8129518257120245,3.000787842289262,0.0155633775901349,229.196944043316,1578.3789549649648,0.33530483390869836
35,c_570_015s_split_1_noise_added,c,0.005435533681041771,0.0017675292530288267,0.005715638165746891,-0.24351739916033033,3403.7827206091524,0.011737466024719501,0.005277509072949399,2.0106877255822115,2.114262020684701,2.177611320962421,0.0114923635037365,4374.999999971338,-4374.999999971338,0.07231508016007301
36,c_570_040_split_0,c,0.005451781647919154,0.003726782101628464,0.006603817433511266,1.0196261740120782,4176.305035199138,0.0433942333162011,0.00517868674969165,4.336169925678996,4.9998052068931145,5.529447123167125,0.0286352745498662,2411.5625785764505,41.1425436759536,0.8258324925062078
37,c_1030_012_split_2,c,0.005464719094868136,0.0030769517356955696,0.006271377906104007,-0.08736074207870503,4511.083132172199,0.0250269622902793,0.005075080775367723,2.7702725693083075,3.128868582831839,3.423280722815152,0.0173734261850461,-2969.5524871671264,-2903.1535495499734,0.45288031454222777
38,c_1030_014_split_1,c,0.005464026349589588,0.004156976435856874,0.006865389984186081,-0.18836054771494481,3246.9748523994867,0.0283189281218309,0.005274038927177852,2.58139602611697,2.9982182141332205,3.3602881335584738,0.0177222904229212,2949.9395577114897,2917.229609620679,0.29246630745819374
39,c_1030_010_split_1_noise_added,c,0.00544910782457365,0.003653770086097165,0.00656060192039434,-0.15094572181843313,3767.375920505793,0.026022534544354804,0.0050716505003307885,2.6741811782224496,3.0952092270216367,3.459275865358686,0.0175442381733286,-1067.2442650413768,1067.2442650413768,0.16634583202548797
