,t,y,fft,fftfreq
0,6.875093750000001,0.005072889218211824,(85.57125545895755+0j),0.0
1,6.875193750000001,0.007365954742019189,(-0.0919572045406642-0.017499531953633414j),0.6400000000014916
2,6.875293750000001,0.006652102828665132,(-0.011515114967518843-0.020214891564061546j),1.2800000000029832
3,6.875393750000001,0.005253406061416314,(-0.15975663053534195+0.10545139578001334j),1.9200000000044748
4,6.875493750000001,0.006278463444502852,(-0.07566754216664606+0.04468074946708257j),2.5600000000059664
5,6.875593750000001,0.007471682300561902,(-0.037236802636402874+0.089286047572015j),3.200000000007458
6,6.875693750000001,0.0037623819523474903,(-0.15176640498438404+0.05543519870651271j),3.8400000000089496
7,6.875793750000001,0.003404831680935519,(-0.06053644015833352+0.09126811321918776j),4.480000000010441
8,6.875893750000001,0.006639087865651028,(-0.04850832428117676+0.07192109345053171j),5.120000000011933
9,6.875993750000001,0.005812303203345538,(-0.044783630812051056-0.009034370789985424j),5.760000000013425
10,6.876093750000001,0.00449614732713308,(-0.02554700979733364+0.017713832235489668j),6.400000000014916
11,6.876193750000001,0.005610134046368541,(0.060467963005798195+0.06400774304531627j),7.040000000016407
12,6.876293750000001,0.0036876466836861326,(-0.03520150510249634-0.11431376006029985j),7.680000000017899
13,6.876393750000001,0.0020757385191222774,(-0.08272834172993507+0.06034245569503522j),8.320000000019391
14,6.876493750000001,0.00648223164970435,(-0.02613079685398443-0.007278292408290209j),8.960000000020882
15,6.876593750000001,0.001794767871008625,(-0.014670553685352694+0.056854345739745904j),9.600000000022375
16,6.876693750000001,0.0008250729232118655,(-0.20625695709950234-0.06505410231506095j),10.240000000023866
17,6.876793750000001,0.0036745552291373887,(-0.00013304928561697418+0.020009539549777994j),10.880000000025356
18,6.876893750000001,0.004119460155659905,(-0.021723125828129228+0.009018937008408674j),11.52000000002685
19,6.876993750000001,0.003706834644048592,(-0.002408708011318199-0.009519785826606852j),12.16000000002834
20,6.877093750000001,0.001443595795399103,(-0.03193251205117813-0.05184505406272504j),12.800000000029833
21,6.877193750000001,0.0030376284150688258,(-0.013379244157734088+0.013232240766089906j),13.440000000031324
22,6.877293750000001,0.005972952563704995,(-0.08086445006005064+0.046493035278141j),14.080000000032815
23,6.877393750000001,0.0007366188634444253,(-0.007903667004570188-0.0055596493496620734j),14.720000000034307
24,6.877493750000001,0.0020615821073957097,(-0.09375120517819552-0.010741881167957504j),15.360000000035798
25,6.877593750000001,0.004809651194409881,(0.0483968411367961-0.007168650032200307j),16.00000000003729
26,6.877693750000001,0.0034221388740417946,(-0.033886709943755824+0.0643929257782715j),16.640000000038782
27,6.877793750000001,0.0011771324619796197,(-0.11833058776795785-0.1482775126739869j),17.280000000040275
28,6.877893750000001,0.0032073291913713078,(-0.03625864330283103-0.0275783328915363j),17.920000000041764
29,6.877993750000001,0.0034873192301538517,(-0.17787282441779717+0.05674600249673195j),18.560000000043257
30,6.8780937500000014,0.0005375938289920452,(-0.04761549212830699-0.003011383311297154j),19.20000000004475
31,6.878193750000001,0.0031864777987418275,(-0.09736353612994268+0.019712720131951564j),19.84000000004624
32,6.878293750000001,0.0054508068198953355,(-0.07022112051821408+0.000262170843498704j),20.48000000004773
33,6.878393750000001,0.0005663796513742039,(-0.16070127412140617+0.05562800870958867j),21.120000000049224
34,6.878493750000001,0.00030213673480439164,(0.010319087006506602-0.08527231552012163j),21.760000000050713
35,6.878593750000001,0.008844585494456164,(-0.020101429350732752+0.04865377332299136j),22.400000000052206
36,6.878693750000001,0.0031707289817059304,(-0.22341123773757177-0.01735000646228621j),23.0400000000537
37,6.878793750000001,0.0021983903330526295,(0.00052585049360028+0.03365347732608751j),23.680000000055188
38,6.878893750000001,0.0038838446398563277,(-0.017349610682354556-0.04157543453614763j),24.32000000005668
39,6.878993750000001,0.006528590719748363,(-0.2929403562642197+0.07239462160114606j),24.960000000058173
40,6.879093750000001,0.0014772306482079348,(-0.0713009972972501+0.10499873602995016j),25.600000000059666
41,6.879193750000001,0.0019369594965182105,(-0.06233872858464161-0.12262774686093753j),26.240000000061155
42,6.879293750000001,0.006483338002003763,(-0.03875116962420238-0.06168147843521418j),26.880000000062648
43,6.879393750000001,0.0038492125603420586,(-0.12606703151345217+0.09041102441972407j),27.52000000006414
44,6.879493750000001,0.0030509818547329306,(-0.10255918329657376+0.002079202329706667j),28.16000000006563
45,6.879593750000001,0.0068185780210656115,(-0.019432293205068334-0.19866816176587845j),28.800000000067122
46,6.879693750000001,0.006528506704746548,(-0.13211291314842688+0.04434301927374844j),29.440000000068615
47,6.879793750000001,0.0038675841521761665,(-0.17538566754210802-0.07926740871261848j),30.080000000070104
48,6.879893750000001,0.005049781736836136,(-0.09751611269032975+0.05678497681668487j),30.720000000071597
49,6.8799937500000015,0.007038697888424014,(-0.09126107373821116-0.027090344937570066j),31.36000000007309
50,6.880093750000001,0.002965756813052297,(-0.05407637674862209-0.03008837561506466j),32.00000000007458
51,6.880193750000001,0.004633750497805122,(-0.05660312810470154-0.06393237316281927j),32.64000000007607
52,6.880293750000001,0.008567848713333735,(-0.08900683939139169-0.01854997465877984j),33.280000000077564
53,6.880393750000001,0.0053102144273335285,(-0.03150506199576536+0.0988402470018229j),33.92000000007906
54,6.880493750000001,0.004816336278323155,(-0.06420096323014546-0.01712240723372794j),34.56000000008055
55,6.880593750000001,0.00792049238319145,(-0.10480356947581103-0.018370308317049437j),35.200000000082035
56,6.880693750000001,0.00622383879625403,(0.039701808163695784-0.0648999687502067j),35.84000000008353
57,6.880793750000001,0.006464883751647912,(-0.08461249904350543+0.03595279901622704j),36.48000000008502
58,6.880893750000001,0.009225182704247133,(-0.16210980902277725+0.034615194044209596j),37.12000000008651
59,6.880993750000001,0.007203536938633917,(-0.05172841820513593+0.08843672853547418j),37.760000000088006
60,6.881093750000001,0.00635792189046162,(-0.10777569060781636-0.08745739594572219j),38.4000000000895
61,6.881193750000001,0.011493200897053564,(-0.01270182947016945-0.06626311987930117j),39.040000000090984
62,6.881293750000001,0.008746159864184524,(-0.07731595004802944+0.04894063418662431j),39.68000000009248
63,6.881393750000001,0.0066895950186962585,(-0.13312496766126264+0.10166352768258034j),40.32000000009397
64,6.881493750000001,0.008735807795604457,(-0.027787305525024786+0.011572018901929382j),40.96000000009546
65,6.881593750000001,0.009286862374538431,(-0.04887909431087605-0.06270078458442041j),41.600000000096955
66,6.881693750000001,0.00524575917148342,(-0.051863322012812484+0.03756223589603344j),42.24000000009845
67,6.881793750000001,0.008325277172729637,(-0.06385891594006463+0.05077272886857874j),42.88000000009994
68,6.8818937500000015,0.007700862868368586,(-0.24095630974758137+0.05892266667171825j),43.520000000101426
69,6.881993750000001,0.006152911951522344,(-0.16694107617755116-0.026680256601250556j),44.16000000010292
70,6.882093750000001,0.008501680512412712,(-0.13634682106286478+0.09792624314818148j),44.80000000010441
71,6.882193750000001,0.010528376902776079,(-0.06307468545490244-0.0296383895254743j),45.440000000105904
72,6.882293750000001,0.006751239922210933,(-0.1637775332201268-0.016416149011679697j),46.0800000001074
73,6.882393750000001,0.008115188923557923,(0.019703227194203032+0.028267525205503255j),46.72000000010889
74,6.882493750000001,0.009443124244211318,(-0.11312173965532826-0.029812884409720353j),47.360000000110375
75,6.882593750000001,0.006256721506865291,(-0.07004891850828132-0.05308620516502772j),48.00000000011187
76,6.882693750000001,0.008109820584612177,(-0.15797609627233403+0.030018561415833186j),48.64000000011336
77,6.882793750000001,0.008291222423403632,(-0.08759642963200442-0.030137371699549442j),49.28000000011485
78,6.882893750000001,0.004867372357153294,(-0.07665428309891165-0.029102646352818083j),49.920000000116346
79,6.882993750000001,0.009032086556145746,(-0.17211189251462078-0.05711382278469083j),50.56000000011784
80,6.883093750000001,0.008139240841776038,(-0.031529130999735075+0.07024413940334909j),51.20000000011933
81,6.883193750000001,0.005839564943476173,(-0.05231845388687382-0.05416998768155484j),51.84000000012082
82,6.883293750000001,0.010424744494621876,(-0.0010026077346120751-0.0818463199917629j),52.48000000012231
83,6.883393750000001,0.00423065246211212,(-0.053198112961168345+0.0397332735417298j),53.1200000001238
84,6.883493750000001,0.005889582353488823,(-0.12935987186370224+0.027674883238984538j),53.760000000125295
85,6.883593750000001,0.008397371561812503,(-0.12863496612045078+0.062480076370750315j),54.40000000012679
86,6.883693750000001,0.004846358791395184,(-0.03559671811239049-0.10157449124502832j),55.04000000012828
87,6.883793750000001,0.008963285115658436,(-0.09341835264576509-0.015990623855294154j),55.680000000129766
88,6.883893750000001,0.00851625448676638,(-0.15831952207503813+0.00817642662788988j),56.32000000013126
89,6.883993750000001,0.00436165643397342,(-0.13515157843174527+0.11530012372955464j),56.96000000013275
90,6.884093750000001,0.006144997351048989,(-0.048955172135435925+0.018804367768328167j),57.600000000134244
91,6.884193750000001,0.006112014626560453,(-0.16249601871278455+0.15521085363092724j),58.24000000013574
92,6.884293750000001,0.006413396361790935,(-0.13505340017616646+0.020945676560915907j),58.88000000013723
93,6.884393750000001,0.006808075620162177,(-0.019211108402435294-0.021312548925270795j),59.520000000138715
94,6.884493750000001,0.000953761169741424,(-0.08025613722835595-0.029303967681425618j),60.16000000014021
95,6.884593750000001,0.0069989327594646555,(-0.027490501113754402-0.0534018887220393j),60.8000000001417
96,6.884693750000001,0.007721881065696122,(-0.029432049697602866+0.015981255339732162j),61.44000000014319
97,6.884793750000001,0.004684958481575086,(-0.05370418573581799+0.05262001851548753j),62.080000000144686
98,6.884893750000001,0.0007716072045807533,(-0.023404843506075346+0.011036119752498803j),62.72000000014618
99,6.884993750000001,0.004778309131132994,(-0.0917553616228172+0.0219731883696297j),63.36000000014767
100,6.885093750000001,0.006792916463808525,(-0.04714324989073731+0.036598329172254154j),64.00000000014916
101,6.885193750000001,0.002548081218701872,(-0.18083780531237129-0.08915945878871456j),64.64000000015065
102,6.885293750000001,0.0022182188613585345,(-0.11367772256256911+0.05284635829129323j),65.28000000015214
103,6.885393750000001,0.004330938414350217,(-0.02268784736433728+0.018258607716900962j),65.92000000015364
104,6.885493750000001,0.002593324393005425,(0.02728941662950677-0.010598052749403009j),66.56000000015513
105,6.885593750000001,0.003933222328631663,(-0.14489339841038662+0.13893301717454096j),67.20000000015662
106,6.885693750000001,0.0056454874576086665,(-0.11891742712852849-0.07179480521688242j),67.84000000015811
107,6.885793750000001,-0.0007931113846798138,(-0.12571375568353688+0.04058917343463208j),68.4800000001596
108,6.885893750000001,-2.454135328362747e-05,(-0.14886518903239576+0.02860667917220753j),69.1200000001611
109,6.885993750000001,0.008173775335295013,(-0.11889820856947743+0.09099846005773315j),69.76000000016258
110,6.8860937500000015,0.004158109851495144,(-0.1154535989907852+0.06791086009776263j),70.40000000016407
111,6.886193750000001,-0.0017768787534969584,(-0.14027454813208295+0.04268048720380039j),71.04000000016556
112,6.886293750000001,0.0017047244232538611,(-0.14389198583871246+0.19593511126979102j),71.68000000016706
113,6.886393750000001,0.005894279132922442,(-0.22632381914902397-0.007975571043445817j),72.32000000016855
114,6.886493750000001,0.0047317686894708215,(-0.15894054616504444+0.10939947569730861j),72.96000000017004
115,6.886593750000001,-0.0006582238052161866,(-0.12582932817506046+0.06727858777748352j),73.60000000017153
116,6.886693750000001,0.003474106934741416,(-0.060237270448663796+0.1127705961083951j),74.24000000017303
117,6.886793750000001,0.005208043182662781,(-0.21677378937323577+0.0245648002210343j),74.88000000017452
118,6.886893750000001,0.003711530194081404,(-0.13920329761367045+0.06096856326029495j),75.52000000017601
119,6.886993750000001,0.0018910959135292134,(-0.11884763482238841-0.0032180422710043066j),76.1600000001775
120,6.887093750000001,0.0047434094152759235,(-0.0502482326771108+0.08934817789129358j),76.800000000179
121,6.887193750000001,0.002339384158926519,(-0.061125049891704954+0.10228491392835969j),77.44000000018049
