,t,y
0,3.74999375,2.7374938615904227e-06
1,3.75009375,0.000785867578313
2,3.75019375,-0.0007251488920226
3,3.75029375,0.00339512718716
4,3.75039375,0.0087522924082988
5,3.75049375,0.0001432470104372
6,3.75059375,0.0006500897637162
7,3.75069375,0.0087925635018146
8,3.75079375,0.0055756298975432
9,3.75089375,0.0004434571228363
10,3.75099375,0.0069030080984519
11,3.75109375,0.0087058180677548
12,3.75119375,0.0022576848706499
13,3.75129375,0.0066290778683764
14,3.75139375,0.0097280047507869
15,3.75149375,0.002719016021603
16,3.75159375,0.0037928415851634
17,3.75169375,0.0101684866621949
18,3.75179375,0.0057469820345082
19,3.75189375,0.0031366739401301
20,3.75199375,0.0087607817455093
21,3.75209375,0.009640125593919
22,3.75219375,0.0048252729433434
23,3.75229375,0.0058753040774747
24,3.75239375,0.0114210458743686
25,3.75249375,0.0099909041801974
26,3.75259375,0.0043118950488036
27,3.75269375,0.0081597099669252
28,3.75279375,0.0123072669156817
29,3.75289375,0.0069421340492666
30,3.75299375,0.0062382022953557
31,3.75309375,0.0085597213454823
32,3.75319375,0.006022749934885
33,3.75329375,0.006984143707065
34,3.75339375,0.0097622640675013
35,3.75349375,0.0060204653229831
36,3.75359375,0.0033399529195951
37,3.75369375,0.0085948334763304
38,3.75379375,0.0124527299435234
39,3.75389375,0.0049080530768356
40,3.75399375,0.0044910753463568
41,3.75409375,0.0120255874730931
42,3.75419375,0.0082806874838725
43,3.75429375,0.0049062006115702
44,3.75439375,0.007414532790801
45,3.75449375,0.0088260204471963
46,3.75459375,0.0059000140056174
47,3.75469375,0.0064516193032466
48,3.75479375,0.0098934546159772
49,3.75489375,0.0046098981002641
50,3.75499375,0.0072148930861272
51,3.75509375,0.0103150183796372
52,3.75519375,0.0037040179720217
53,3.75529375,0.0017514399174866
54,3.75539375,0.0104782225854202
55,3.75549375,0.0064006031007848
56,3.75559375,0.0014980839652509
57,3.75569375,0.0071686187912589
58,3.75579375,0.0047362449670805
59,3.75589375,0.001317082417404
60,3.75599375,0.0044189819295427
