,t,y,fft,fftfreq
0,13.749993750000002,0.00014520787344492693,(221.4880247653263+0j),0.0
1,13.75009375,0.0009245277763694848,(0.09709340647637156-0.05294233542530817j),0.2461477871363398
2,13.75019375,-0.0008694612943373417,(0.12292908471194874+0.06863086907296392j),0.4922955742726796
3,13.75029375,0.001854454242676232,(-0.012934953111886529-0.2634720635775519j),0.7384433614090194
4,13.75039375,0.006871087806463024,(-0.014847535450321196-0.16145993833847372j),0.9845911485453592
5,13.75049375,0.00400739844538011,(-0.02538072221896412+0.024964194756229748j),1.2307389356816991
6,13.75059375,0.007979601123523743,(0.10533648531024951+0.014511890388619969j),1.476886722818039
7,13.75069375,0.009373249938597266,(0.0542294543509912-0.12518990170422933j),1.7230345099543787
8,13.75079375,0.007072993119178961,(0.04385332080997424-0.11161391095545638j),1.9691822970907185
9,13.75089375,0.006971400060527127,(-0.05194683558244016-0.05935396263721868j),2.2153300842270585
10,13.75099375,0.006541207569402805,(0.022784120793103838+0.12184079022679674j),2.4614778713633982
11,13.75109375,0.004821328650127324,(0.18817790566936193+0.03501943659935655j),2.707625658499738
12,13.75119375,0.005188988615709622,(0.03692925126733217+0.12851225609818798j),2.953773445636078
13,13.75129375,0.008746120058615359,(0.03834292615224044-0.0508034100948688j),3.1999212327724176
14,13.75139375,0.006841530792339723,(0.13016575865078317+0.0017714813284017486j),3.4460690199087574
15,13.75149375,0.006657265048411751,(0.07730767782297285+0.023294109678161447j),3.692216807045097
16,13.75159375,0.007784068332051187,(-0.0482810306044221+0.03360329669709437j),3.938364594181437
17,13.75169375,0.008902029914550696,(0.0921287849243306-0.02811003279812703j),4.184512381317777
18,13.75179375,0.0105031300402125,(0.05327106265709016+0.048866341668689126j),4.430660168454117
19,13.75189375,0.006117247192299917,(0.07850302252126355+0.05228104583237671j),4.676807955590457
20,13.75199375,0.005513632701363235,(0.037867367255462935+0.03190781288348403j),4.9229557427267965
21,13.75209375,0.007747166225128806,(0.14047583001925895+0.0046829875200256055j),5.169103529863136
22,13.75219375,0.011220475677124838,(0.16672932428014167-0.0066889643829125545j),5.415251316999476
23,13.75229375,0.009928624160392495,(-0.06754350567829186-0.027798735664594912j),5.661399104135816
24,13.75239375,0.005991799173118331,(-0.02415271786295684+0.06835198965612023j),5.907546891272156
25,13.75249375,0.004511057777273043,(0.12751810543821443+0.06300001533017625j),6.153694678408495
26,13.75259375,0.010040100416914114,(0.1408171718059958+0.08062194465513098j),6.399842465544835
27,13.75269375,0.007815622974694241,(0.037320945231622715+0.043293386803660336j),6.645990252681175
28,13.75279375,0.0066592588537619304,(0.031875878495390274-0.08354320965915896j),6.892138039817515
29,13.75289375,0.004103668701076007,(-0.14161812316285144+0.0016737612502616718j),7.1382858269538545
30,13.75299375,0.007732970495049259,(0.05556582069116454+0.010062882610115398j),7.384433614090194
31,13.75309375,0.009777682864314657,(-0.12167310088554603-0.003556192677842074j),7.630581401226534
32,13.75319375,0.004835185624879001,(0.13064044071640085-0.19379419720658564j),7.876729188362874
33,13.75329375,0.005358093946120027,(-0.05690130437622685+0.06738058759491715j),8.122876975499214
34,13.75339375,0.005679104919165125,(0.06591105766965694+0.08166203399255376j),8.369024762635554
35,13.75349375,0.009241428543319635,(0.10528426605070851+0.1042017938786929j),8.615172549771893
36,13.75359375,0.008125901616254285,(-0.026714049246894064-0.09731798178771445j),8.861320336908234
37,13.75369375,0.004243792821814399,(-0.06270926532177609-0.04863373916211859j),9.107468124044573
38,13.75379375,0.0032503352534443255,(-0.04825963278208488-0.019286058405056098j),9.353615911180913
39,13.75389375,0.007277820776857846,(-0.08550532820412218-0.020877805555092756j),9.599763698317252
40,13.75399375,0.008196233499531354,(-0.006784888543036518-0.05333776882122315j),9.845911485453593
41,13.75409375,0.005859654799216301,(-0.0033408260373102537-0.15250006695348892j),10.092059272589932
42,13.75419375,-0.000532331983230967,(0.0044298151235305505-0.037867808071606085j),10.338207059726273
43,13.75429375,0.005177267629609843,(0.025333868205171108+0.09218892488736136j),10.584354846862611
44,13.75439375,0.008455584162832007,(-0.008767013852787324-0.013188142387795827j),10.830502633998952
45,13.75449375,0.004523296191727523,(0.18600915548348398+0.058174481815740586j),11.076650421135291
46,13.75459375,0.0019533788290154804,(0.018180443678904035-0.05364112136145198j),11.322798208271632
47,13.75469375,0.003259143775871714,(0.027360339002694998-0.045511294234427735j),11.56894599540797
48,13.75479375,0.008871420431071133,(0.25968261052222014-0.07715540096698821j),11.815093782544311
49,13.75489375,0.005899993539320965,(0.25594655529662536-0.11737226515246878j),12.06124156968065
50,13.75499375,0.0033408626305228574,(0.09719280907233563-0.08523173397633278j),12.30738935681699
51,13.75509375,0.001842004196524466,(0.08752792928198759-0.16832888202925722j),12.55353714395333
52,13.75519375,0.0034315674920463867,(0.06062859391601126+0.030457006612726285j),12.79968493108967
53,13.75529375,0.005276959113420021,(-0.039737229363963296+0.12031959656811782j),13.04583271822601
54,13.75539375,0.0025807832054342422,(-0.024222488403725803-0.09367798416355405j),13.29198050536235
55,13.75549375,-0.001286144753256868,(-0.050220369664193056-0.0873061304648381j),13.538128292498689
56,13.75559375,0.000605061436520579,(-0.11577841396867308-0.25365344018001235j),13.78427607963503
57,13.75569375,0.005505580747904387,(0.1400924676189897+0.14434643280720483j),14.030423866771368
58,13.75579375,0.00492292685469851,(0.03553515906560452+0.1235764853979361j),14.276571653907709
59,13.75589375,0.0010800258770640972,(0.029705378635809153+0.14051238644795422j),14.522719441044048
60,13.75599375,0.000926406759654742,(0.026641893905900486-0.07124339160603399j),14.768867228180389
61,13.75609375,0.004191538048051478,(0.016693396313676032-0.0250451050933098j),15.015015015316727
62,13.75619375,0.007164002775685351,(-0.007044302301267472+0.06035322694131929j),15.261162802453068
63,13.75629375,0.0031887852049996323,(0.005977146945882257+0.03352604007635763j),15.507310589589407
64,13.75639375,-0.0011432241557056753,(-0.05154498092835336+0.16584456599989847j),15.753458376725748
65,13.75649375,0.0026614438558395753,(-0.027090751153533273+0.11373023636631657j),15.999606163862088
66,13.75659375,0.007701761919365565,(-0.3030768601287951-0.387165078840152j),16.245753950998427
67,13.75669375,0.006085394074355368,(-0.04400462713540895-0.23440788792568162j),16.491901738134768
68,13.75679375,0.001648806291509406,(0.08021236617099724+0.09438770326253054j),16.73804952527111
69,13.75689375,0.0005078032946296106,(0.016196370633676606+0.009427997205319383j),16.984197312407446
70,13.75699375,0.0033112965487825797,(0.1586417814166894-0.032246795610916555j),17.230345099543786
71,13.75709375,0.007629825733835641,(0.04435013823242016+0.04838910234074536j),17.476492886680127
72,13.75719375,0.0038330806945586627,(0.004275569859045966+0.04363479559157707j),17.722640673816468
73,13.75729375,0.0007356392742808134,(-0.07277338506482817-0.15568544814381832j),17.968788460952805
74,13.75739375,0.005342925981280706,(0.040879187425628814+0.13674132921864376j),18.214936248089145
75,13.75749375,0.00859086329109352,(0.045061213561492675-0.053947538432383896j),18.461084035225486
76,13.75759375,0.005767084676843201,(-0.10638241506277964+0.0536462478599538j),18.707231822361827
77,13.75769375,0.002264789902997038,(-0.011180787880065905-0.12633968567773204j),18.953379609498164
78,13.75779375,0.004727044268637891,(0.14287473107204318-0.07742806126199331j),19.199527396634505
79,13.75789375,0.008419137305577756,(0.10622866150252161-0.011434170306774093j),19.445675183770845
80,13.75799375,0.008197296884390333,(-0.09728792491070733+0.08378069305269137j),19.691822970907186
81,13.75809375,0.00344375400142454,(0.07744778748931205+0.02858803969161968j),19.937970758043523
82,13.75819375,0.0031688690129570885,(0.00469134647582788+0.01627064838093768j),20.184118545179864
83,13.75829375,0.0066907032866349156,(0.1508135980892787+0.012162106292769717j),20.430266332316204
84,13.75839375,0.007364790844195849,(-0.01910893587063625+0.010780194774044379j),20.676414119452545
85,13.75849375,0.004164047062328405,(0.0070311055597646055+0.009741947857419627j),20.922561906588882
86,13.75859375,0.00302283379342911,(-0.009872630270464606+0.02540446867488317j),21.168709693725223
87,13.75869375,0.00661184096922842,(0.11070855527161018+0.04469125543885727j),21.414857480861563
88,13.75879375,0.010308997045525334,(-0.010474898579968778+0.040839010553125936j),21.661005267997904
89,13.75889375,0.007268413866724185,(-0.01899778551055652-0.04095846341124017j),21.90715305513424
90,13.75899375,0.004328204746018744,(0.04437890435574528-0.06278887232613448j),22.153300842270582
91,13.75909375,0.0075641509185666745,(0.14798337873925596-0.03196963405739024j),22.399448629406923
92,13.75919375,0.012363244991651517,(0.08527303585668843+0.07689835050629383j),22.645596416543263
93,13.75929375,0.007222198317224119,(-0.06904852522422555+0.009240829320001444j),22.8917442036796
94,13.75939375,0.006505253716066147,(-0.07364919606776929-0.19058046001832213j),23.13789199081594
95,13.75949375,0.006648191467722789,(0.05102450677340828-0.05536089790643061j),23.38403977795228
96,13.75959375,0.006364775698635189,(-0.08123975368097615-0.10320051701238359j),23.630187565088622
97,13.75969375,0.008654183626164633,(0.05249382003869632+0.027486352364153963j),23.876335352224963
