,Experiment,chatter_presence,med,std,rms,curtose,distortion,amplitude,sra,crest,impulse,margin,max,freq_max,freq_sec_highest,fft_mean
0,s_320_045_split_1,s,0.005482447311880962,0.0022851263345173597,0.005939611865924962,-0.6845011481408214,13046.608857849149,0.0194013859274171,0.005217329956628636,2.7098459787331906,2.9346794414782926,3.0849943292667152,0.0160954333301127,3075.2538494994683,3314.593370820983,0.6175416514265412
1,s_320_015_split_0,s,0.0054749379412321105,0.002081061903417012,0.0058571089805784715,-0.2548896882892966,7052.357014085534,0.0419066555613548,0.005265661450149562,4.755544456483761,5.084255434834697,5.289694828903226,0.0278537421436112,119.8664002971676,696.6651185235825,0.40647836686285993
2,s_320_020_split_3,s,0.00549173066369921,0.001971456734916408,0.00583486005612775,-1.1708230521921499,8819.340916433037,0.010458587767808586,0.005302835054430153,1.7926931435597027,1.9047025895484655,1.972551193632149,0.0104601136162506,-119.59880401223862,-1207.7879221235935,0.15983395921578508
3,c_770_005_split_3,c,0.005413639672212101,0.04063750428152076,0.040996157019760636,0.8986664481876239,4733.248435402633,0.4169093880691372,0.026842084138120798,5.159851674906588,6.625808385744687,7.880687966502842,0.2053752986059918,-945.8624628315024,-845.8629072741827,6.028744152604382
4,c_770_002_split_0,c,0.005468503660720036,0.014140067507100004,0.01515997086319748,3.312442853022805,1899.48874175973,0.1604583215885068,0.008789469357312629,5.493717789716012,7.627771249493248,9.475498262410301,0.0771737199657824,933.5751046660512,959.9744006848856,1.305385027963466
5,s_425_015_split_3,s,0.005483629244417373,0.002265604922291071,0.005933210859158617,-0.4040506863977007,6453.738698098661,0.0200457618597843,0.005229068220754226,2.7388074738103927,2.9582551850019163,3.10761335647917,0.0162499222447566,-69.03944768519261,-240.0780793780568,0.2883117338269779
6,s_320_020_split_1,s,0.005495917885151597,0.0018949733795373491,0.005813423593074913,-1.177767791263422,8882.070679801158,0.0092663766070041,0.005323251646576674,1.7800338305016152,1.8828685003950276,1.943941664558418,0.0103480906667096,4628.853711473674,4721.152788483119,0.1286470274897066
7,s_570_005_split_2,s,0.005491177832621591,0.002754222853466644,0.00614294255374589,-0.02151309559458303,1987.9982723782314,0.0188516381657125,0.005137454383832656,2.511916814518465,2.7899276612462787,3.0035421316702293,0.0154305606913753,-4848.515148496452,-4664.533546656206,0.1180541101039867
8,s_425_010_split_3,s,0.005486154908212087,0.0021837218556956584,0.00590477639063715,-0.7523408889604326,7960.065909582332,0.0154594985346961,0.005242476501291047,2.220619142574446,2.3889006587256314,2.5011575125689904,0.0131122594856705,-295.7576339422446,-696.5544275723894,0.2550429276013611
9,s_320_015_split_3,s,0.0054889787262347636,0.0020900998946568037,0.005873445853622465,-1.0798267437592872,15858.168507748034,0.013287438879067701,0.005272846811131476,2.1150205837130027,2.263133596550555,2.3559301687866827,0.0124224588777353,-119.8664002971676,-696.6651185235825,0.3845424539253252
